Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
26762	13	87	Sitio Cagado 50, Sertânia - Pernambuco, 56600-000, Brasil	27/02/2026	Início: 02:06, Fim: 02:19	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6118
26763	16	87	Rodovia BR-232, Verdejante - Pernambuco, Brasil	02/02/2026	Início: 04:36, Fim: 04:52	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6068
26763	10	87	Br-316 10, Ouricuri - Pernambuco, 56200-000, Brasil	02/02/2026	Início: 19:40, Fim: 19:50	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6068
26763	16	87	Rodovia Luiz Gonzaga, Sairé - Pernambuco, Brasil	14/02/2026	Início: 06:20, Fim: 06:36	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26763	8	87	Sitio Quinze Metros 11112, Arcoverde - Pernambuco, 56518-899, Brasil	24/02/2026	Início: 18:40, Fim: 18:48	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6244
26763	14	87	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	26/02/2026	Início: 04:13, Fim: 04:27	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6175
26763	11	87	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	26/02/2026	Início: 16:58, Fim: 17:09	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6095
26763	12	87	Rodovia BR-232, Santo Antônio, Pesqueira - Pernambuco, Brasil	26/02/2026	Início: 17:37, Fim: 17:49	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6095
26766	15	87	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	01/02/2026	Início: 22:53, Fim: 23:08	RECIFE(PE) - NATAL(RN)	6089
26766	11	87	Rodovia Governador Mário Covas 1, São José de Mipibu - Rio Grande do Norte, 59162-000, Brasil	01/02/2026	Início: 23:14, Fim: 23:25	RECIFE(PE) - NATAL(RN)	6089
26766	12	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, 58301-000, Brasil	02/02/2026	Início: 07:58, Fim: 08:10	RECIFE(PE) - NATAL(RN)	6107
26766	17	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	02/02/2026	Início: 14:14, Fim: 14:31	RECIFE(PE) - NATAL(RN)	6137
26766	9	87	Rodovia Governador Mário Covas 1328, Rio Tinto - Paraíba, Brasil	02/02/2026	Início: 16:15, Fim: 16:24	RECIFE(PE) - NATAL(RN)	6137
26766	17	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	03/02/2026	Início: 09:10, Fim: 09:27	RECIFE(PE) - NATAL(RN)	6073
26766	16	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	03/02/2026	Início: 09:57, Fim: 10:13	RECIFE(PE) - NATAL(RN)	6073
26766	23	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	03/02/2026	Início: 11:15, Fim: 11:38	RECIFE(PE) - NATAL(RN)	6073
26766	16	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	03/02/2026	Início: 16:13, Fim: 16:29	RECIFE(PE) - NATAL(RN)	6107
26766	10	87	Rodovia Governador Mário Covas, Caaporã - Paraíba, 58326-000, Brasil	03/02/2026	Início: 16:33, Fim: 16:43	RECIFE(PE) - NATAL(RN)	6107
26766	19	87	Rodovia Governador Mário Covas, Rio Tinto - Paraíba, Brasil	03/02/2026	Início: 17:55, Fim: 18:14	RECIFE(PE) - NATAL(RN)	6107
26766	11	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, 58320-000, Brasil	19/02/2026	Início: 17:06, Fim: 17:17	RECIFE(PE) - NATAL(RN)	6047
26766	18	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, 58301-000, Brasil	19/02/2026	Início: 17:34, Fim: 17:52	RECIFE(PE) - NATAL(RN)	6047
26766	5	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, 58301-000, Brasil	19/02/2026	Início: 17:55, Fim: 18:00	RECIFE(PE) - NATAL(RN)	6047
26766	11	87	Rodovia Governador Mário Covas, Conde - Paraíba, Brasil	20/02/2026	Início: 19:59, Fim: 20:10	RECIFE(PE) - NATAL(RN)	6209
26766	17	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	24/02/2026	Início: 12:33, Fim: 12:50	RECIFE(PE) - NATAL(RN)	6067
26766	5	87	Rodovia Governador Mário Covas, Caaporã - Paraíba, Brasil	24/02/2026	Início: 19:18, Fim: 19:23	RECIFE(PE) - NATAL(RN)	6069
26766	10	87	Rodovia Governador Mário Covas, Parnamirim - Rio Grande do Norte, Brasil	25/02/2026	Início: 08:34, Fim: 08:44	JOÃO PESSOA(PB) - NATAL(PB)	6105
26766	20	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	25/02/2026	Início: 09:31, Fim: 09:51	JOÃO PESSOA(PB) - NATAL(PB)	6105
26766	10	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	25/02/2026	Início: 10:33, Fim: 10:43	JOÃO PESSOA(PB) - NATAL(PB)	6105
26766	6	87	Rodovia BR-104 1, Caruaru - Pernambuco, 55040-000, Brasil	27/02/2026	Início: 14:57, Fim: 15:03	CARUARU(PE) - NATAL(RN)	6145
26767	6	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	01/02/2026	Início: 11:46, Fim: 11:52	RECIFE(PE) - NATAL(RN)	6029
26767	6	87	Rodovia Governador Mário Covas, Rio Tinto - Paraíba, Brasil	01/02/2026	Início: 12:01, Fim: 12:07	RECIFE(PE) - NATAL(RN)	6029
26767	9	87	Rodovia Governador Mário Covas 168, Baía Formosa - Rio Grande do Norte, 59194-000, Brasil	01/02/2026	Início: 12:56, Fim: 13:05	RECIFE(PE) - NATAL(RN)	6029
26767	9	87	Rodovia Governador Mário Covas, Arez - Rio Grande do Norte, Brasil	01/02/2026	Início: 13:23, Fim: 13:32	RECIFE(PE) - NATAL(RN)	6029
26767	5	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, 55900-000, Brasil	01/02/2026	Início: 21:03, Fim: 21:08	RECIFE(PE) - NATAL(RN)	6029
26767	8	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	02/02/2026	Início: 10:30, Fim: 10:38	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	15	87	BR 423 - Rodovia Mestre Domiguinhos, Lajedo - Pernambuco, Brasil	02/02/2026	Início: 16:11, Fim: 16:26	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	9	87	Rodovia Luiz Gonzaga 1, São Caetano - Pernambuco, 55130-000, Brasil	02/02/2026	Início: 16:59, Fim: 17:08	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	12	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	02/02/2026	Início: 17:41, Fim: 17:53	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	9	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	03/02/2026	Início: 09:59, Fim: 10:08	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6285
26767	16	87	BR 423 - Rodovia Mestre Domiguinhos, São Caetano - Pernambuco, Brasil	03/02/2026	Início: 11:14, Fim: 11:30	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6285
26767	14	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	03/02/2026	Início: 11:49, Fim: 12:03	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6285
26767	12	87	Brejão, Pernambuco, Brasil	03/02/2026	Início: 14:26, Fim: 14:38	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6285
26767	12	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	04/02/2026	Início: 11:49, Fim: 12:01	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6195
26767	11	87	Sitio Pacheco 3, Terezinha - Pernambuco, 55305-000, Brasil	04/02/2026	Início: 13:27, Fim: 13:38	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6195
26767	5	87	Sitio Xicuru 1, Bom Conselho - Pernambuco, 55330-000, Brasil	04/02/2026	Início: 14:06, Fim: 14:11	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6195
26767	6	87	Sitio Olho Dagua De Dentro 33, Terezinha - Pernambuco, 55305-000, Brasil	04/02/2026	Início: 14:17, Fim: 14:23	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6195
26767	6	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	05/02/2026	Início: 10:02, Fim: 10:08	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	11	87	BR 423 - Rodovia Mestre Domiguinhos 1, São Caetano - Pernambuco, 55130-000, Brasil	05/02/2026	Início: 11:26, Fim: 11:37	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	6	87	Sitio Xicuru 68, Bom Conselho - Pernambuco, 55330-000, Brasil	05/02/2026	Início: 13:47, Fim: 13:53	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	5	87	Rodovia Luiz Gonzaga, Sairé - Pernambuco, 55660-000, Brasil	07/02/2026	Início: 10:32, Fim: 10:37	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	7	87	Rodovia Luiz Gonzaga, Petrópolis, Caruaru - Pernambuco, 55034-640, Brasil	07/02/2026	Início: 10:51, Fim: 10:58	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	14	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	07/02/2026	Início: 12:11, Fim: 12:25	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	14	87	BR 423 - Rodovia Mestre Domiguinhos 5, São Caetano - Pernambuco, 55130-000, Brasil	07/02/2026	Início: 16:49, Fim: 17:03	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	10	87	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, Brasil	07/02/2026	Início: 17:06, Fim: 17:16	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	12	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	07/02/2026	Início: 17:44, Fim: 17:56	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	7	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	07/02/2026	Início: 18:13, Fim: 18:20	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6215
26767	13	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	09/02/2026	Início: 12:02, Fim: 12:15	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	5	87	Sitio Serra Da Pedra 54, Brejão - Pernambuco, 55325-000, Brasil	09/02/2026	Início: 14:37, Fim: 14:42	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	8	87	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, Brasil	09/02/2026	Início: 16:55, Fim: 17:03	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	7	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, 55695-000, Brasil	09/02/2026	Início: 18:33, Fim: 18:40	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6295
26767	9	87	Rodovia BR-232, São Caetano - Pernambuco, Brasil	10/02/2026	Início: 14:34, Fim: 14:43	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6169
26767	17	87	Pe-280, Sertânia - Pernambuco, Brasil	10/02/2026	Início: 17:24, Fim: 17:41	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6169
26767	8	87	Sitio Canafistula 6, Iguaraci - Pernambuco, 56840-000, Brasil	11/02/2026	Início: 13:44, Fim: 13:52	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6097
26767	7	87	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	11/02/2026	Início: 14:04, Fim: 14:11	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6097
26767	6	87	Rua Paulo Chalegre de Oliveira 518, Cachoeirinha - Pernambuco, 55380-000, Brasil	14/02/2026	Início: 11:59, Fim: 12:05	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	10	87	Sitio Xicuru 1, Bom Conselho - Pernambuco, 55330-000, Brasil	14/02/2026	Início: 14:17, Fim: 14:27	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6255
26767	18	87	Rodovia Luiz Gonzaga 140, Caruaru - Pernambuco, 55000-990, Brasil	15/02/2026	Início: 10:22, Fim: 10:40	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6205
26767	15	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	15/02/2026	Início: 11:53, Fim: 12:08	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6205
26768	6	87	Pe-275, Iguaraci - Pernambuco, Brasil	01/02/2026	Início: 05:06, Fim: 05:12	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6209
26768	12	87	PE-292, Afogados da Ingazeira - Pernambuco, Brasil	01/02/2026	Início: 05:30, Fim: 05:42	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6209
26768	6	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, 55695-000, Brasil	12/02/2026	Início: 04:17, Fim: 04:23	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6159
26768	7	87	Rodovia Luiz Gonzaga 73, Sairé - Pernambuco, 55695-000, Brasil	17/02/2026	Início: 03:50, Fim: 03:57	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6159
26768	22	87	Rodovia Luiz Gonzaga, Pombos - Pernambuco, 55630-000, Brasil	17/02/2026	Início: 04:12, Fim: 04:34	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6159
26771	10	87	Rodovia BR 135, Dom Pedro - Maranhão, Brasil	09/02/2026	Início: 02:29, Fim: 02:39	SÃO LUIS(MA) - BALSAS(MA)	6344
26771	15	87	Rodovia Transamazônica, São Raimundo das Mangabeiras - Maranhão, Brasil	12/02/2026	Início: 20:32, Fim: 20:47	SÃO LUIS(MA) - BALSAS(MA)	6235
26771	6	87	Rodovia Transamazônica, Pastos Bons - Maranhão, Brasil	12/02/2026	Início: 22:52, Fim: 22:58	SÃO LUIS(MA) - BALSAS(MA)	6235
26771	11	87	Avenida Coronel Trajano Brandão 8, Colinas - Maranhão, 65690-000, Brasil	13/02/2026	Início: 01:11, Fim: 01:22	SÃO LUIS(MA) - BALSAS(MA)	6235
26771	49	87	Rodovia Transamazônica, Pastos Bons - Maranhão, Brasil	16/02/2026	Início: 21:56, Fim: 22:45	SÃO LUIS(MA) - BALSAS(MA)	6235
26798	8	87	Sitio Quinze Metros 11115, Arcoverde - Pernambuco, 56518-899, Brasil	01/02/2026	Início: 00:59, Fim: 01:07	JUAZEIRO(BA) - RECIFE(PE)	6225
26798	9	87	Rodovia Luiz Gonzaga 100, Gravatá - Pernambuco, 55643-465, Brasil	03/02/2026	Início: 06:05, Fim: 06:14	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26798	12	87	Rodovia Luiz Gonzaga, Pombos - Pernambuco, 55633, Brasil	03/02/2026	Início: 06:19, Fim: 06:31	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26798	12	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	04/02/2026	Início: 05:14, Fim: 05:26	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6325
26798	9	87	Rodovia Luiz Gonzaga 100, Gravatá - Pernambuco, 55643-465, Brasil	04/02/2026	Início: 05:52, Fim: 06:01	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6325
26798	25	87	Rodovia Luiz Gonzaga 100, Gravatá - Pernambuco, 55643-465, Brasil	05/02/2026	Início: 05:17, Fim: 05:42	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26798	22	87	Rodovia Luiz Gonzaga 22, Pombos - Pernambuco, 55630-000, Brasil	05/02/2026	Início: 05:44, Fim: 06:06	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26798	8	87	Rodovia BR-232, Sanharó - Pernambuco, Brasil	10/02/2026	Início: 03:36, Fim: 03:44	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26798	13	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	10/02/2026	Início: 04:59, Fim: 05:12	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26798	7	87	Rodovia Luiz Gonzaga, Bezerros - Pernambuco, 55000-990, Brasil	10/02/2026	Início: 05:22, Fim: 05:29	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26798	22	87	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	10/02/2026	Início: 06:07, Fim: 06:29	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26798	20	87	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	12/02/2026	Início: 00:03, Fim: 00:23	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6109
26798	5	87	Rodovia Governador Mário Covas, Rio Tinto - Paraíba, Brasil	26/02/2026	Início: 03:03, Fim: 03:08	RECIFE(PE) - NATAL(RN)	6017
26802	25	87	Rodovia Br-232, Serra Talhada - Pernambuco, 56915-899, Brasil	21/02/2026	Início: 01:13, Fim: 01:38	CAMPINA GRANDE(PB) - PETROLINA(PE)	6027
26805	6	87	Br-101, Paratibe, Paulista - Pernambuco, Brasil	04/02/2026	Início: 13:33, Fim: 13:39	RECIFE(PE) - NATAL(RN)	6087
26805	15	87	Rodovia Governador Mário Covas, Arez - Rio Grande do Norte, Brasil	04/02/2026	Início: 16:44, Fim: 16:59	RECIFE(PE) - NATAL(RN)	6087
26805	16	87	Rodovia Governador Mário Covas, Igarassu - Pernambuco, Brasil	05/02/2026	Início: 10:51, Fim: 11:07	RECIFE(PE) - NATAL(RN)	6087
26805	13	87	Rodovia Governador Mário Covas, Parnamirim - Rio Grande do Norte, 59162-000, Brasil	16/02/2026	Início: 14:42, Fim: 14:55	CARUARU(PE) - NATAL(RN)	6228
26805	23	87	Rodovia Governador Mário Covas 466, Mamanguape - Paraíba, 58280-000, Brasil	18/02/2026	Início: 16:10, Fim: 16:33	RECIFE(PE) - NATAL(RN)	6324
26805	21	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	20/02/2026	Início: 07:10, Fim: 07:31	RECIFE(PE) - NATAL(RN)	6073
26805	27	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	20/02/2026	Início: 07:34, Fim: 08:01	RECIFE(PE) - NATAL(RN)	6073
26805	6	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	20/02/2026	Início: 14:54, Fim: 15:00	RECIFE(PE) - NATAL(RN)	6073
26805	24	87	Rodovia Governador Antônio Mariz, Santa Rita - Paraíba, Brasil	21/02/2026	Início: 16:29, Fim: 16:53	CARUARU(PE) - NATAL(RN)	6068
26805	16	87	Rodovia Governador Ronaldo Cunha Lima, Barra de Santana - Paraíba, Brasil	21/02/2026	Início: 19:35, Fim: 19:51	CARUARU(PE) - NATAL(RN)	6068
26830	5	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	06/02/2026	Início: 09:31, Fim: 09:36	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6128
26830	5	87	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	06/02/2026	Início: 11:47, Fim: 11:52	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6128
26830	6	87	Rodovia Luiz Gonzaga, Pombos - Pernambuco, Brasil	11/02/2026	Início: 13:44, Fim: 13:50	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6098
26830	7	87	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	12/02/2026	Início: 08:37, Fim: 08:44	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6098
26830	6	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	27/02/2026	Início: 18:05, Fim: 18:11	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6148
26830	9	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	27/02/2026	Início: 18:47, Fim: 18:56	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6148
26831	6	87	Avenida Governador Iberê Ferreira de Souza, Pitimbu, Natal - Rio Grande do Norte, 59068, Brasil	03/02/2026	Início: 09:15, Fim: 09:21	RECIFE(PE) - NATAL(RN)	6089
26831	9	87	Rodovia Governador Mário Covas 983, São José de Mipibu - Rio Grande do Norte, 59162-000, Brasil	03/02/2026	Início: 09:28, Fim: 09:37	RECIFE(PE) - NATAL(RN)	6089
26831	6	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, 53700-000, Brasil	24/02/2026	Início: 16:10, Fim: 16:16	RECIFE(PE) - NATAL(RN)	6139
26831	12	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	24/02/2026	Início: 17:42, Fim: 17:54	RECIFE(PE) - NATAL(RN)	6139
26831	7	87	Rodovia Governador Mário Covas, Mataraca - Paraíba, Brasil	24/02/2026	Início: 18:40, Fim: 18:47	RECIFE(PE) - NATAL(RN)	6139
26831	7	87	Rua Reginaldo de Andrade Lisboa 2, Goianinha - Rio Grande do Norte, 59173-000, Brasil	24/02/2026	Início: 19:08, Fim: 19:15	RECIFE(PE) - NATAL(RN)	6139
26855	7	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, 55900-000, Brasil	12/02/2026	Início: 10:35, Fim: 10:42	CAMPINA GRANDE(PB) - RECIFE(PE)	6105
26855	10	87	Avenida Da Recuperação, Guabiraba, Recife - Pernambuco, 52490, Brasil	14/02/2026	Início: 21:41, Fim: 21:51	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	15	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	14/02/2026	Início: 22:16, Fim: 22:31	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	28	87	Rodovia Governador Mário Covas 9, Conde - Paraíba, 58322-000, Brasil	14/02/2026	Início: 22:38, Fim: 23:06	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	10	87	Br-101 5010, Paratibe, Paulista - Pernambuco, 53413-000, Brasil	17/02/2026	Início: 21:52, Fim: 22:02	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	7	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	17/02/2026	Início: 22:15, Fim: 22:22	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	16	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	17/02/2026	Início: 22:25, Fim: 22:41	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26855	10	87	Avenida da Recuperação, Passarinho, Recife - Pernambuco, 52165, Brasil	21/02/2026	Início: 21:27, Fim: 21:37	CAMPINA GRANDE(PB) - RECIFE(PE)	6095
26855	6	87	Rodovia Governador Mário Covas, Igarassu - Pernambuco, Brasil	21/02/2026	Início: 22:03, Fim: 22:09	CAMPINA GRANDE(PB) - RECIFE(PE)	6095
26856	15	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	05/02/2026	Início: 01:14, Fim: 01:29	CRATO(CE) - RECIFE(PE)	6345
26856	9	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	05/02/2026	Início: 01:51, Fim: 02:00	CRATO(CE) - RECIFE(PE)	6345
26856	10	87	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	05/02/2026	Início: 04:23, Fim: 04:33	CRATO(CE) - RECIFE(PE)	6345
26856	13	87	Rodovia Luiz Gonzaga 44, Indianópolis, Caruaru - Pernambuco, 55000-990, Brasil	05/02/2026	Início: 05:00, Fim: 05:13	CRATO(CE) - RECIFE(PE)	6345
26856	27	87	Rodovia Luiz Gonzaga, Vargem Fria, Jaboatão dos Guararapes - Pernambuco, Brasil	10/02/2026	Início: 04:25, Fim: 04:52	CRATO(CE) - RECIFE(PE)	6325
26856	12	87	Avenida Osvaldo Cruz 302, Pôr Do Sol, Arcoverde - Pernambuco, 56512-670, Brasil	14/02/2026	Início: 21:54, Fim: 22:06	CRATO(CE) - RECIFE(PE)	6225
26856	8	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	25/02/2026	Início: 01:12, Fim: 01:20	CRATO(CE) - RECIFE(PE)	6325
26856	6	87	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	26/02/2026	Início: 21:16, Fim: 21:22	3-RECIFE(PE) - PETROLINA(PE) (TFD)	6209
26856	10	87	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	28/02/2026	Início: 21:14, Fim: 21:24	CRATO(CE) - RECIFE(PE)	6265
26857	6	87	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	07/02/2026	Início: 12:58, Fim: 13:04	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6244
26857	7	87	Rodovia Luiz Gonzaga 70, Caruaru - Pernambuco, 55000-990, Brasil	07/02/2026	Início: 20:20, Fim: 20:27	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6244
26857	16	87	Rodovia Luiz Gonzaga Moreno - Pernambuco, 55630-000, Brasil	07/02/2026	Início: 21:41, Fim: 21:57	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6244
26857	8	87	BR 423 - Rodovia Mestre Domiguinhos, São Caetano - Pernambuco, Brasil	10/02/2026	Início: 14:38, Fim: 14:46	RECIFE(PE) - GARANHUNS(PE) VIA DERBY	6325
26857	8	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	12/02/2026	Início: 19:23, Fim: 19:31	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6225
26857	14	87	BR 423 - Rodovia Mestre Domiguinhos, São Caetano - Pernambuco, Brasil	16/02/2026	Início: 14:28, Fim: 14:42	RECIFE(PE) - GARANHUNS(PE) VIA DERBY	6255
26857	7	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	18/02/2026	Início: 12:42, Fim: 12:49	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6335
26857	5	87	Sitio Riacho Do Barro 2, Bom Conselho - Pernambuco, 55305-000, Brasil	18/02/2026	Início: 14:41, Fim: 14:46	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6335
26858	9	87	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	05/02/2026	Início: 12:15, Fim: 12:24	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6157
26858	7	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	05/02/2026	Início: 12:32, Fim: 12:39	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6157
26858	16	87	Rodovia Luiz Gonzaga, Pombos - Pernambuco, Brasil	05/02/2026	Início: 13:01, Fim: 13:17	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6157
