VEÍCULO;DATA;MOTORISTA IDENTIFICADO?;MATRÍCULA MOTORISTA;CULPADO?;LANÇADO NO GLOBUS?;MÊS DE LANÇAMENTO;GERENTE;DESCRIÇÃO DE AVARIA;TIPO DE AVARIA;CAUSA DE AVARIA;AÇÃO TOMADA;HORÁRIO;VALOR DA AVARIA;VALOR COBRADO
6059;06/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6028;04/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;160;0
6039;04/04/2023;SIM;26028;SIM;SIM;ABRIL;VASSIL;FRONTAL;;;;X;90;90
6023;03/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6025;02/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6199;02/04/2023;SIM;26036;SIM;SIM;ABRIL;VASSIL;LATERAL;;;;X;520;520
6024;01/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6042;01/04/2023;SIM;26114;SIM;SIM;ABRIL;ROMULO;LATERAL;;;;X;255;255
6179;01/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;75;0
6214;31/03/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;125;0
6179;31/03/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL/LATERAL;;;;X;90;0
6047;28/03/2023;SIM;24862;SIM;SIM;MARÇO;RINALDO;FRONTAL;;;;00:10;2643;2643
6068;28/03/2023;NÃO;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6035;27/03/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;100;0
6048;27/03/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;135;0
6126;27/03/2023;SIM;25892;SIM;SIM;ABRIL;ROMULO;FRONTAL;;;;X;8020;6150
6079;27/03/2023;SIM;25866;SIM;SIM;MARÇO;VASSIL;FRONTAL;;;;08:10;80;80
6109;25/03/2023;SIM;25985;SIM;SIM;MARÇO;LUIZ;FRONTAL;;;;18:00;115;115
6231;24/03/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;132,5;0
6157;24/03/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;100;0
6099;24/03/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;195;0
6202;24/03/2023;NÃO;26016;NÃO;NÃO;X;ROMULO;FRONTAL;;;;X;1383;0
6055;24/03/2023;NÃO;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6058;22/03/2023;X;X;X;NÃO;X;X;FRONTAL/LATERAL;;;;X;65;0
6127;21/03/2023;SIM;25406;NÃO;NÃO;X;RINALDO;LATERAL;;;;04:10;910;0
6134;20/03/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;120;120
6078;17/03/2023;SIM;23983;NÃO;NÃO;X;RINALDO;FRONTAL;;;;18:00;2377,35;0
6259;17/03/2023;SIM;25891;SIM;SIM;MARÇO;ROMULO;LATERAL;;;;X;170;170
6054;16/03/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;225;0
6168;16/03/2023;SIM;24830;NÃO;NÃO;X;RINALDO;TRASEIRO/LATERAL;;;;19:20;11490;0
6139;14/03/2023;SIM;24686;SIM;SIM;ABRIL;RINALDO;LATERAL;;;;X;175;175
6106;13/03/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;300;0
6047;11/03/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;190;0
6098;07/03/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;100;0
6249;06/03/2023;SIM;25548;NÃO;NÃO;X;VASSIL;FRONTAL;;;;19:45;3872,4;0
6057;05/03/2023;NÃO;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;
6014;05/03/2023;SIM;22487;NÃO;NÃO;X;RINALDO;LATERAL;;;;00:30;772;0
6079;04/03/2023;NÃO;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;
6309;02/03/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;563,06;0
6231;28/02/2023;SIM;21982;SIM;SIM;MARÇO;ROMULO;LATERAL;;;;X;1012,8;1012,8
6119;28/02/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6047;27/02/2023;SIM;24862;NÃO;NÃO;X;RINALDO;LATERAL;;;;X;245;0
6065;27/02/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6059;27/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;110;0
6046;26/02/2023;SIM;24847;NÃO;NÃO;X;ROMULO;FRONTAL;;;;16:10;180;0
CEL. 125;25/02/2023;SIM;25862;SIM;SIM;MARÇO;ROMULO;CELULAR;;;;X;500;500
6042;24/02/2023;SIM;26171;SIM;SIM;MARÇO;ROMULO;LATERAL;;;;X;1894,07;1894,07
6079;23/02/2023;SIM;26057;NÃO;NÃO;X;VASSIL;LATERAL;;;;21:30;1589,08;0
CEL. 199;22/02/2023;SIM;25911;SIM;SIM;MARÇO;ROMULO;CELULAR;;;;X;700;700
6037;21/02/2023;SIM;23479;SIM;SIM;MARÇO;ROMULO;LATERAL;;;;X;620;620
6029;19/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;380;0
6019;17/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;115;0
6064;17/02/2023;SIM;25995;SIM;SIM;MARÇO;RINALDO;FRONTAL;;;;23:20;8640,47;8640,47
6047;16/02/2023;SIM;22487;SIM;SIM;FEVEREIRO;RINALDO;FRONTAL;;;;00:40;1993,5;1993,5
6025;12/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;767;0
6202;11/02/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6084;11/02/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6017;10/02/2023;SIM;25682;SIM;SIM;FEVEREIRO;RINALDO;FRONTAL/LATERAL;;;;X;205;205
6219;07/02/2023;SIM;25423;NÃO;NÃO;X;VASSIL;LATERAL;;;;03:00;2582;0
6049;06/02/2023;SIM;26152;NÃO;NÃO;X;VASSIL;FRONTAL;;;;20:30;3610;0
6199;04/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;160;0
6027;02/02/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;730;0
6077;02/02/2023;SIM;24566;SIM;SIM;MAIO;LUIZ;LATERAL;;;;07:50;285;285
6108;01/02/2023;X;X;X;NÃO;X;X;TETO;;;;X;165;0
6188;31/01/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6025;28/01/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6218;27/01/2023;SIM;25089;NÃO;NÃO;X;LUIZ;LATERAL;;;;12:30;1745,5;0
6127;26/01/2023;SIM;22487;SIM;NÃO;JANEIRO;RINALDO;TRASEIRO;;;;19:25;230;230
6137;25/01/2023;SIM;22863;SIM;SIM;JANEIRO;ROMULO;FRONTAL/LATERAL;;;;X;1695;1695
6067;24/01/2023;SIM;25931;SIM;SIM;JANEIRO;ROMULO;FRONTAL;;;;X;180;150
6026;24/01/2023;SIM;26164;SIM;SIM;JANEIRO;ROMULO;FRONTAL;;;;X;180;150
6099;23/01/2023;SIM;26098;SIM;SIM;JANEIRO;VASSIL;LATERAL;;;;02:20;280;280
6149;22/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6149;22/01/2023;SIM;26161;SIM;SIM;JANEIRO;VASSIL;FRONTAL;;;;01:10;130;130
6142;22/01/2023;SIM;25967;SIM;SIM;JANEIRO;ROMULO;FRONTAL/LATERAL;;;;X;310;310
6189;21/01/2023;SIM;25865;SIM;SIM;JANEIRO;VASSIL;FRONTAL;;;;03:20;130;130
6099;21/01/2023;SIM;26162;SIM;SIM;JANEIRO;VASSIL;FRONTAL;;;;05:30;130;130
6018;15/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6147;13/01/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;180;0
6204;13/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6065;11/01/2023;SIM;25874;SIM;SIM;JANEIRO;LUIZ;FRONTAL;;;;13:30;245;245
6231;11/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6209;11/01/2023;SIM;26089;SIM;SIM;JANEIRO;VASSIL;LATERAL;;;;X;245;245
6039;10/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6018;09/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1210;
6074;09/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1210;
6058;09/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1210;
6159;09/01/2023;SIM;23896;SIM;SIM;JANEIRO;MARCIO;FRONTAL/LATERAL;;;;19:00;1120;1120
6138;08/01/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1210;
6119;07/01/2023;SIM;25956;SIM;SIM;JANEIRO;ROMULO;FRONTAL;;;;20:50;9450,26;7000
6059;06/01/2023;SIM;25879;NÃO;NÃO;X;ROMULO;FRONTAL/LATERAL;;;;05:00;11490,9;0
6129;05/01/2023;SIM;25889;SIM;SIM;JANEIRO;LUIZ;LATERAL;;;;18:00;1745,48;1745,48
6046;04/01/2023;SIM;26052;SIM;NÃO;JANEIRO;LUIZ;LATERAL;;;;07:30;225;225
6079;04/01/2023;SIM;25103;SIM;SIM;JANEIRO;VASSIL;FRONTAL;;;;15:05;180;150
6095;03/01/2023;SIM;25089;SIM;SIM;JANEIRO;LUIZ;LATERAL;;;;X;1112,17;1112,17
6099;03/01/2023;SIM;25862;SIM;SIM;JANEIRO;VASSIL;TRASEIRO;;;;10:40;210;210
6269;08/01/2024;SIM;26395;NÃO;NÃO;;RINALDO;DIANTEIRO;;;;;200;0
6044;18/01/2024;SIM;26009;NÃO;NÃO;;RINALDO;DIANTEIRO;;;;;165;0
6033;28/04/2024;SIM;24993;NÃO;NÃO;;RINALDO;LATERAL;;;;;2119,2;0
6033;05/02/2024;SIM;25323;SIM;SIM;;DENIS;DIANTEIRO;;;;;2100;2100
6045;25/04/2024;SIM;26470;SIM;SIM;;RINALDO;LATERAL;;;;;1050;1050
6194;23/04/2024;NÃO;MANOBRA;NÃO;NÃO;;MANOBRA;LATERAL;;;;;130;0
6053;22/04/2024;SIM;25600;NÃO;NÃO;;DENIS;DIANTEIRO;;;;;3238;0
6112;12/02/2024;SIM;21883;NÃO;NÃO;;RINALDO;LATERAL;;;;;1061;0
6089;16/04/2024;NÃO;MANOBRA;NÃO;NÃO;;MANOBRA;LATERAL;;;;;160;0
6124;15/04/2024;SIM;26187;SIM;SIM;;LUIZ;LATERAL;;;;;1403,43;1403,43
6023;24/02/2024;SIM;25082;NÃO;NÃO;;LUIZ;DIANTEIRO;;;;;2615,53;2615,53
6047;10/04/2024;SIM;26380;NÃO;NÃO;;DENIS;LATERAL;;;;;1834,63;0
6049;08/04/2024;SIM;26404;SIM;SIM;;RINALDO;LATERAL;;;;;85;85
6115;11/03/2024;SIM;23944;SIM;SIM;;LUIZ;DIANTEIRO;;;;;5000;5000
6136;05/04/2024;NÃO;-;NÃO;NÃO;;-;TRASEIRO;;;;;150;0
6254;18/03/2024;SIM;24582;SIM;SIM;;FABIO;DIANTEIRO;;;;;2484,9;2484,9
6045;04/04/2024;NÃO;-;NÃO;NÃO;;-;DIANTEIRO;;;;;95;0
6093;03/04/2024;SIM;26364;SIM;SIM;;DENIS;DIANTEIRO;;;;;95;95
6048;02/04/2024;NÃO;-;NÃO;NÃO;;-;LATERAL;;;;;135;0
6049;01/04/2024;SIM;25504;NÃO;NÃO;;LUIZ;LATERAL;;;;;839,3;0
6249;28/03/2024;;-;X;NÃO;X;-;TRASEIRO;;;;;1185;0
6024;28/03/2024;SIM;26060;SIM;SIM;;RINALDO;LATERAL;;;;;1195;1195
6073;26/03/2024;SIM;26221;SIM;SIM;;RINALDO;TRASEIRO;;;;;400;400
6079;25/03/2024;SIM;22875;SIM;SIM;;LUIZ;DIANTEIRO;;;;;80;80
6067;24/03/2024;SIM;MANOBRA;NÃO;NÃO;;CARGA;LATERAL;;;;;2629,86;0
6134;22/03/2024;X;-;X;NÃO;X;-;DIANTEIRO;;;;;195;0
6093;22/03/2024;SIM;25698;SIM;SIM;;LUIZ;DIANTEIRO;;;;;95;95
6264;21/03/2024;X;-;X;NÃO;X;-;LATERAL;;;;;2551,93;0
6107;04/04/2024;SIM;25974;SIM;SIM;;RINALDO;TRASEIRO;;;;;165;165
6137;15/03/2024;SIM;25688;SIM;SIM;;LUIZ;DIANTEIRO;;;;;160;160
6254;15/03/2024;;-;X;NÃO;X;-;LATERAL;;;;;630,07;0
6033;12/03/2024;;-;X;NÃO;X;-;DIANTEIRO;;;;;95;0
6159;06/04/2024;SIM;26275;SIM;SIM;;DENIS;TRASEIRO;;;;;110;110
6029;05/03/2024;X;-;X;NÃO;X;-;LATERAL;;;;;1697;0
6039;01/03/2024;X;-;X;NÃO;X;-;DIANTEIRO;;;;;397,9;0
6094;01/03/2024;X;-;X;NÃO;X;-;TRASEIRO;;;;;3550,31;0
6064;28/02/2024;X;-;X;NÃO;X;X;TRASEIRO;;;;;130;0
6159;26/02/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;110;0
6279;25/02/2024;X;-;X;NÃO;X;X;TRASEIRO;;;;;2363,85;0
6059;23/01/2024;SIM;26430;NÃO;NÃO;NÃO;DENIS;DIANTEIRO;;;;;5751;0
6083;23/02/2024;SIM;26238;SIM;SIM;;FABIO;LATERAL;;;;;215;215
6239;21/02/2024;X;-;X;NÃO;X;X;LATERAL;;;;;1827,64;0
6043;20/02/2024;X;-;X;NÃO;X;X;LATERAL;;;;;637;0
6219;16/02/2024;X;-;X;NÃO;X;X;TRASEIRO;;;;;1851;0
6169;16/02/2024;X;-;X;NÃO;X;X;LATERAL;;;;;3761;0
6076;12/04/2024;SIM;26459;SIM;SIM;;RINALDO;LATERAL;;;;;979,87;979,87
6093;14/02/2024;X;-;X;NÃO;X;X;LATERAL;;;;;1680,2;0
6047;12/02/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;95;0
6034;09/02/2024;X;-;X;NÃO;X;X;TRASEIRO;;;;;80;0
6122;09/02/2024;X;-;X;NÃO;X;X;LATERAL;;;;;943;0
6159;09/01/2024;SIM;26275;NÃO;NÃO;;DENIS;LATERAL;;;;;10252;0
6026;05/02/2024;SIM;26366;SIM;SIM;;RINALDO;DIANTEIRO;;;;;673;673
6299;30/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;360;0
6107;30/01/2024;X;-;X;NÃO;X;X;TRASEIRO;;;;;245;0
6037;29/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;2834,9;0
6088;29/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;245;0
6069;24/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;230;0
6119;24/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;165;0
6085;23/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;165;0
6096;23/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;230;0
6158;20/04/2024;SIM;25970;SIM;SIM;;DENIS;TRASEIRO;;;;;595;595
6174;22/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;180;0
6079;19/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;230;0
6146;28/04/2024;SIM;26203;NÃO;NÃO;;RINALDO;LATERAL;;;;;315;0
6169;17/01/2024;SIM;26356;SIM;SIM;;DENIS;DIANTEIRO;;;;;230;230
6155;17/01/2024;SIM;23623;SIM;SIM;;LUIZ;DIANTEIRO;;;;;1233;1233
6229;16/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;1171;0
6157;16/01/2024;SIM;26287;SIM;SIM;;DENIS;LATERAL;;;;;12825;12825
6269;15/01/2024;SIM;21982;SIM;SIM;;RINALDO;DIANTEIRO;;;;;3375;3375
6174;14/01/2024;X;-;X;NÃO;X;X;LATERAL;;;;;245;0
6053;13/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;115;0
6067;13/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;1171;0
6019;12/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;200;0
6019;12/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;215;0
6158;11/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;1156;0
6067;11/01/2024;;-;X;NÃO;X;X;DIANTEIRO;;;;;345;0
6147;10/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;400;0
6159;30/04/2024;SIM;26275;SIM;SIM;;DENIS;LATERAL;;;;;1613,75;1613,75
6103;30/04/2024;SIM;22875;SIM;SIM;;LUIZ;LATERAL;;;;;754,2;754,2
6063;08/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;719;0
6116;07/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;300;0
6189;06/01/2024;X;-;X;NÃO;X;X;LATERAL;;;;;334;0
6064;06/01/2024;SIM;26060;NÃO;NÃO;;RINALDO;DIANTEIRO;;;;;6984,62;0
6309;04/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;230;0
6079;04/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;245;0
6049;02/01/2024;X;-;X;NÃO;X;X;DIANTEIRO;;;;;330;0
6054;04/05/2024;SIM;26009;SIM;SIM;;RINALDO;DIANTEIRO;;;;;115;115
6169;05/05/2024;SIM;26361;NÃO;NÃO;;DENIS;LATERAL;;;;;645;0
6055;09/05/2024;SIM;25748;NÃO;NÃO;;RINALDO;DIANTEIRO;;;;;1485;0
6017;12/05/2024;NÃO;-;NÃO;NÃO;;-;;;;;;650;0
6106;12/05/2024;NÃO;-;NÃO;NÃO;;-;;;;;;650;0
6299;13/05/2024;NÃO;-;NÃO;NÃO;;-;;;;;;650;0
6259;14/05/2024;NÃO;-;NÃO;NÃO;;-;;;;;;650;0
6037;17/05/2024;SIM;25697;SIM;SIM;;LUIZ;DIANTEIRO;;;;;3225;3225
6334;20/05/2024;SIM;26254;SIM;SIM;;FÁBIO;DIANTEIRO;;;;;3995;3995
6117;22/05/2024;SIM;23476;SIM;SIM;;LUIZ;DIANTEIRO;;;;;70;70
6044;22/05/2024;SIM;26463;SIM;SIM;;RINALDO;DIANTEIRO;;;;;95;95
6259;23/05/2024;SIM;24436;SIM;SIM;;DENIS;DIANTEIRO;;;;;95;95
6069;23/05/2024;SIM;25989;SIM;SIM;;RINALDO;LATERAL;;;;;95;95
6289;24/05/2024;NÃO;;NÃO;NÃO;;;;;;;;1632,64;0
6096;28/05/2024;SIM;26203;SIM;SIM;;RINALDO;DIANTEIRO;;;;;95;95
6314;30/05/2024;SIM;26158;SIM;DESLIGADO;;FÁBIO;FRONTAL;;;;;4065;4065
6344;30/05/2024;NÃO;;NÃO;NÃO;;;;;;;;1183;0
6046;04/06/2024;SIM;26134;NÃO;NÃO;;RINALDO;LATERAL;;;;;3400;0
6048;04/06/2024;SIM;25892;NÃO;NÃO;;RINALDO;TRASEIRO;;;;;9918;0
6109;03/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6139;05/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6219;05/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6097;07/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6107;07/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6069;07/06/2024;SIM;26375;NÃO;NÃO;;LUIZ;DIANTEIRO;;;;;245;0
6036;07/06/2024;NÃO;;NÃO;NÃO;;;;;;;;130;0
6149;08/06/2024;NÃO;;NÃO;NÃO;;;;;;;;230;230
6199;08/06/2024;SIM;26491;SIM;SIM;;DENIS;FRONTAL;;;;;1103,16;1103,16
6136;08/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6248;07/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6259;06/06/2024;SIM;26237;SIM;SIM;;RINALDO;FRONTAL;;;;;3600;3600
6068;09/06/2024;SIM;26477;NÃO;NÃO;;RINALDO;FRONTAL;;;;;100;0
6033;10/06/2024;SIM;24993;NÃO;NÃO;;RINALDO;FRONTAL;;;;;8214,98;0
6249;11/06/2024;SIM;26249;NÃO;NÃO;;RINALDO;LATERAL;;;;;2523;0
6169;11/06/2024;NÃO;MANOBRA;NÃO;NÃO;;;LATERAL;;;;;790;0
6284;09/06/2024;SIM;26253;SIM;SIM;;FÁBIO;LATERAL;;;;;4371,6;4371,6
6189;16/06/2024;SIM;25448;SIM;SIM;;FÁBIO;LATERAL;;;;;2590;2590
6075;16/06/2024;NÃO;;NÃO;NÃO;;;;;;;;180;0
6234;18/06/2024;SIM;26318;SIM;SIM;;RINALDO;DIANTEIRO;;;;;478,9;478,9
6119;18/06/2024;SIM;26354;NÃO;NÃO;;RINALDO;FRONTAL;;;;;634;0
6016;18/06/2024;SIM;26479;NÃO;NÃO;;RINALDO;LATERAL;;;;;2026,9;0
6208;15/06/2024;SIM;25920;SIM;SIM;JULHO;RINALDO;FRONTAL;;;;;7002;7002
6189;20/06/2024;SIM;26172;SIM;SIM;;RINALDO;LATERAL;;;;;100;100
6037;23/06/2024;NÃO;;NÃO;NÃO;;;;;;;;260;0
6079;23/06/2024;NÃO;;NÃO;NÃO;;;;;;;;638,94;0
6019;23/06/2024;SIM;25490;SIM;SIM;;RINALDO;LATERAL;;;;;771;771
6172;24/06/2024;NÃO;;NÃO;NÃO;;;;;;;;1548,94;0
6037;24/06/2024;NÃO;;NÃO;NÃO;;;;;;;;80;0
6075;24/06/2024;SIM;26357;SIM;SIM;;DENIS;DIANTEIRO;;;;;6612,7;6612,7
6284;21/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6025;23/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6037;25/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6095;25/06/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6132;25/06/2024;NÃO;;NÃO;NÃO;;;PNEU NOVO;;;;;1365;0
6294;09/06/2024;SIM;25103;NÃO;NÃO;;FABIO;LATERAL;;;;;1699,6;0
6028;27/06/2024;SIM;26468;NÃO;NÃO;;RINALDO;TRASEIRO;;;;;180;0
6147;29/06/2024;SIM;26483;SIM;SIM;;DENIS;DIANTEIRO;;;;;80;80
6079;28/06/2024;NÃO;;NÃO;NÃO;;;DIANTEIRO;;;;;110;0
6099;02/07/2024;SIM;26024;SIM;SIM;;DENIS;DIANTEIRO;;;;;2600;2600
6079;02/07/2024;SIM;25209;SIM;SIM;;LUIZ;DIANTEIRO;;;;;120;120
6079;03/07/2024;SIM;26187;NÃO;NÃO;;LUIZ;LATERAL;;;;;1220;0
6115;04/07/2024;NÃO;;NÃO;NÃO;;;;;;;;1115;0
6048;08/07/2024;;;;;;;PNEU RECAPADO;;;;;650;0
6139;05/07/2024;SIM;26385;SIM;SIM;;RINALDO;LATERAL;;;;;105;105
6129;09/07/2024;;;;;;;PNEU RECAPADO;;;;;665;0
6055;10/07/2024;SIM;26016;SIM;SIM;;RINALDO;FRONTAL;;;;;115;115
6037;10/07/2024;SIM;26384;NÃO;NÃO;;DENIS;LATERAL;;;;;936,86;0
6017;11/07/2024;SIM;26221;SIM;SIM;;RINALDO;FRONTAL;;;;;115;115
6019;10/07/2024;SIM;26406;NÃO;NÃO;;LUIZ;LATERAL;;;;;6173,8;0
6126;14/07/2024;SIM;26507;NÃO;NÃO;;RINALDO;LATERAL;;;;;887,5;0
6244;15/07/2024;SIM;26520;SIM;SIM;;RINALDO;TRASEIRO;;;;;1729,1;1729,1
6224;15/07/2024;SIM;26357;SIM;SIM;;DENIS;TRASEIRO;;;;;1104,57;1104,57
6284;18/07/2024;;;;;;;PNEU RECAPADO;;;;;650;0
6149;18/07/2024;SIM;25928;NÃO;NÃO;;DENIS;FRONTAL;;;;;200;0
6018;20/07/2024;;;;;;;PNEU RECAPADO;;;;;650;0
6289;21/07/2024;;;;;;;PNEU RECAPADO;;;;;650;0
6168;22/07/2024;SIM;21982;SIM;SIM;;RINALDO;FRONTAL;;;;;2020;2020
6117;22/07/2024;SIM;25928;NÃO;NÃO;;DENIS;LATERAL;;;;;1460;0
6189;22/07/2024;SIM;26354;NÃO;NÃO;;RINALDO;LATERAL;;;;;1177,58;0
6299;22/07/2024;SIM;26213;SIM;SIM;;LUIZ;LATERAL;;;;;215;215
6099;20/07/2024;NÃO;;NÃO;NÃO;;;;;;;;215;0
6239;23/07/2024;SIM;23119;SIM;SIM;;DENIS;FRONTAL;;;;;3822,73;3822,73
6078;25/07/2024;SIM;23944;SIM;SIM;;LUIZ;FRONTAL;;;;;510;510
6284;25/07/2024;SIM;25866;NÃO;NÃO;;FABIO;LATERAL;;;;;2638,98;0
6249;26/07/2024;SIM;26373;NÃO;NÃO;;DENIS;LATERAL;;;;;1136,46;0
6083;26/07/2024;SIM;24582;SIM;SIM;;FABIO;FRONTAL;;;;;105;105
6096;31/07/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6109;31/07/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6018;27/07/2024;SIM;26491;NÃO;SIM;;DENIS;FRONTAL;;;;;2340;0
6093;29/07/2024;NÃO;;NÃO;NÃO;;;PNEU RECAPADO;;;;;650;0
6249;01/08/2024;SIM;26030;NÃO;NÃO;;RINALDO;FRONTAL;;;;;4367;0
6073;02/08/2024;SIM;26059;SIM;SIM;;LUIZ;LATERAL;;;;;2580;2580,01
6056;04/08/2024;SIM;21883;NÃO;NÃO;;RINALDO;LATERAL;;;;;1042;0
6078;05/08/2024;SIM;26024;SIM;SIM;;DENIS;FRONTAL;;;;;6007,7;6007,7
6239;07/08/2024;SIM;26358;NÃO;NÃO;;DENIS;LATERAL;;;;;235,53;0
6046;09/08/2024;NÃO;;NÃO;NÃO;;;;;;;;80;0
6132;12/08/2024;NÃO;;NÃO;NÃO;;;;;;;;253;0
6259;13/08/2024;SIM;26318;NÃO;NÃO;;RINALDO;LATERAL;;;;;2652,96;0
6079;13/08/2024;SIM;26502;SIM;SIM;;RINALDO;DIANTEIRO;;;;;135;135
6078;15/08/2024;SIM;25215;SIM;SIM;;LUIZ;FRONTAL;;;;;2736,19;2736,19
6116;19/08/2024;SIM;26409;NÃO;NÃO;;RINALDO;LATERAL;;;;;1057;0
6147;19/08/2024;SIM;26380;SIM;SIM;;DENIS;FRONTAL;;;;;3473;3473,01
6128;21/08/2024;SIM;25985;NÃO;NÃO;;LUIZ;LATERAL;;;;;1754,5;0
6063;21/08/2024;SIM;26235;SIM;SIM;;DENIS;LATERAL;;;;;1246;1246
6209;22/08/2024;SIM;25989;SIM;SIM;;RINALDO;LATERAL;;;;;115;115
6107;25/08/2024;SIM;MANOBRA DA CARGA;NÃO;NÃO;;CARGA;TRASEIRA;;;;;135;0
6147;22/08/2024;SIM;26380;NÃO;NÃO;;DENIS;TRASEIRA;;;;;95;0
6057;25/08/2024;NAO;NÃO;NÃO;NÃO;;;TRASEIRA;;;;;115;0
6069;27/08/2024;SIM;26235;SIM;SIM;;DENIS;DIANTEIRO;;;;;265;265
6033;27/08/2024;NAO;NÃO;NÃO;NÃO;;;LATERAL;;;;;125;0
6124;27/08/2024;SIM;26221;NÃO;NÃO;;RINALDO;DIANTEIRO;;;;;1415;0
