VEÍCULO	DATA	MOTORISTA IDENTIFICADO?	MATRÍCULA MOTORISTA	CULPADO?	LANÇADO NO GLOBUS?	MÊS DE LANÇAMENTO	GERENTE	TIPO DE AVARIA	HORÁRIO	VALOR DA AVARIA	VALOR COBRADO
6168	16/03/2023	SIM	24830	NÃO	NÃO	X	RINALDO	TRASEIRO/LATERAL	19:20	11.490,00	0
6139	14/03/2023	SIM	24686	SIM	SIM	ABRIL	RINALDO	LATERAL	X	175	175
6106	13/03/2023	X	X	X	NÃO	X	X	FRONTAL	X	300	0
6047	11/03/2023	X	X	X	NÃO	X	X	FRONTAL	X	190	0
6098	07/03/2023	NÃO	X	NÃO	NÃO	X	X	FRONTAL	X	100	0
6249	06/03/2023	SIM	25548	NÃO	NÃO	X	VASSIL	FRONTAL	19:45	3.872,40	0
6057	05/03/2023	NÃO	X	NÃO	NÃO	X	X	PNEU	X	1.245,00	
6014	05/03/2023	SIM	22487	NÃO	NÃO	X	RINALDO	LATERAL	00:30	772	0
6079	04/03/2023	NÃO	X	NÃO	NÃO	X	X	PNEU	X	1.245,00	
6309	02/03/2023	X	X	X	NÃO	X	X	LATERAL	X	563,06	0
6231	28/02/2023	SIM	21982	SIM	SIM	MARÇO	ROMULO	LATERAL	X	1.012,80	1.012,80
6119	28/02/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6047	27/02/2023	SIM	24862	NÃO	NÃO	X	RINALDO	LATERAL	X	245	0
6065	27/02/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6059	27/02/2023	X	X	X	NÃO	X	X	LATERAL	X	110	0
6046	26/02/2023	SIM	24847	NÃO	NÃO	X	ROMULO	FRONTAL	16:10	180	0
CEL. 125	25/02/2023	SIM	25862	SIM	SIM	MARÇO	ROMULO	CELULAR	X	500	500
6042	24/02/2023	SIM	26171	SIM	SIM	MARÇO	ROMULO	LATERAL	X	1.894,07	1.894,07
6079	23/02/2023	SIM	26057	NÃO	NÃO	X	VASSIL	LATERAL	21:30	1.589,08	0
CEL. 199	22/02/2023	SIM	25911	SIM	SIM	MARÇO	ROMULO	CELULAR	X	700	700
6037	21/02/2023	SIM	23479	SIM	SIM	MARÇO	ROMULO	LATERAL	X	620	620
6029	19/02/2023	X	X	X	NÃO	X	X	LATERAL	X	380	0
6019	17/02/2023	X	X	X	NÃO	X	X	LATERAL	X	115	0
6064	17/02/2023	SIM	25995	SIM	SIM	MARÇO	RINALDO	FRONTAL	23:20	8.640,47	8.640,47
6047	16/02/2023	SIM	22487	SIM	SIM	FEVEREIRO	RINALDO	FRONTAL	00:40	1.993,50	1.993,50
6025	12/02/2023	X	X	X	NÃO	X	X	LATERAL	X	767	0
6202	11/02/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6084	11/02/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6017	10/02/2023	SIM	25682	SIM	SIM	FEVEREIRO	RINALDO	FRONTAL/LATERAL	X	205	205
6219	07/02/2023	SIM	25423	NÃO	NÃO	X	VASSIL	LATERAL	03:00	2.582,00	0
6049	06/02/2023	SIM	26152	NÃO	NÃO	X	VASSIL	FRONTAL	20:30	3.610,00	0
6199	04/02/2023	X	X	X	NÃO	X	X	LATERAL	X	160	0
6027	02/02/2023	X	X	X	NÃO	X	X	LATERAL	X	730	0
6077	02/02/2023	SIM	24566	SIM	SIM	MAIO	LUIZ	LATERAL	07:50	285	285
6108	01/02/2023	X	X	X	NÃO	X	X	TETO	X	165	0
6188	31/01/2023	NÃO	X	X	NÃO	X	X	PNEU	X	1.245,00	
6025	28/01/2023	NÃO	X	X	NÃO	X	X	PNEU	X	1.245,00	
6218	27/01/2023	SIM	25089	NÃO	NÃO	X	LUIZ	LATERAL	12:30	1.745,50	0
6127	26/01/2023	SIM	22487	SIM	NÃO	JANEIRO	RINALDO	TRASEIRO	19:25	230	230
6137	25/01/2023	SIM	22863	SIM	SIM	JANEIRO	ROMULO	FRONTAL/LATERAL	X	1.695,00	1.695,00
6067	24/01/2023	SIM	25931	SIM	SIM	JANEIRO	ROMULO	FRONTAL	X	180	150
6026	24/01/2023	SIM	26164	SIM	SIM	JANEIRO	ROMULO	FRONTAL	X	180	150
6099	23/01/2023	SIM	26098	SIM	SIM	JANEIRO	VASSIL	LATERAL	02:20	280	280
6149	22/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6149	22/01/2023	SIM	26161	SIM	SIM	JANEIRO	VASSIL	FRONTAL	01:10	130	130
6142	22/01/2023	SIM	25967	SIM	SIM	JANEIRO	ROMULO	FRONTAL/LATERAL	X	310	310
6189	21/01/2023	SIM	25865	SIM	SIM	JANEIRO	VASSIL	FRONTAL	03:20	130	130
6099	21/01/2023	SIM	26162	SIM	SIM	JANEIRO	VASSIL	FRONTAL	05:30	130	130
6018	15/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6147	13/01/2023	X	X	X	NÃO	X	X	FRONTAL	X	180	0
6204	13/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6065	11/01/2023	SIM	25874	SIM	SIM	JANEIRO	LUIZ	FRONTAL	13:30	245	245
6231	11/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6209	11/01/2023	SIM	26089	SIM	SIM	JANEIRO	VASSIL	LATERAL	X	245	245
6039	10/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.245,00	
6018	09/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.210,00	
6074	09/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.210,00	
6058	09/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.210,00	
6159	09/01/2023	SIM	23896	SIM	SIM	JANEIRO	MARCIO	FRONTAL/LATERAL	19:00	1.120,00	1.120,00
6138	08/01/2023	X	X	X	NÃO	X	X	PNEU	X	1.210,00	
6119	07/01/2023	SIM	25956	SIM	SIM	JANEIRO	ROMULO	FRONTAL	20:50	9.450,26	7.000,00
6059	06/01/2023	SIM	25879	NÃO	NÃO	X	ROMULO	FRONTAL/LATERAL	05:00	11.490,90	0
6129	05/01/2023	SIM	25889	SIM	SIM	JANEIRO	LUIZ	LATERAL	18:00	1.745,48	1.745,48
6046	04/01/2023	SIM	26052	SIM	NÃO	JANEIRO	LUIZ	LATERAL	07:30	225	225
6079	04/01/2023	SIM	25103	SIM	SIM	JANEIRO	VASSIL	FRONTAL	15:05	180	150
6095	03/01/2023	SIM	25089	SIM	SIM	JANEIRO	LUIZ	LATERAL	X	1.112,17	1.112,17
6099	03/01/2023	SIM	25862	SIM	SIM	JANEIRO	VASSIL	TRASEIRO	10:40	210	210
6269	08/01/2024	SIM	26395	NÃO	NÃO		RINALDO	DIANTEIRO		200	0
6044	18/01/2024	SIM	26009	NÃO	NÃO		RINALDO	DIANTEIRO		165	0
6033	28/04/2024	SIM	24993	NÃO	NÃO		RINALDO	LATERAL		2.119,20	0
6033	05/02/2024	SIM	25323	SIM	SIM		DENIS	DIANTEIRO		2.100,00	2.100,00
6045	25/04/2024	SIM	26470	SIM	SIM		RINALDO	LATERAL		1.050,00	1.050,00
6194	23/04/2024	NÃO	MANOBRA	NÃO	NÃO		MANOBRA	LATERAL		130	0
6053	22/04/2024	SIM	25600	NÃO	NÃO		DENIS	DIANTEIRO		3.238,00	0
6112	12/02/2024	SIM	21883	NÃO	NÃO		RINALDO	LATERAL		1.061,00	0
6089	16/04/2024	NÃO	MANOBRA	NÃO	NÃO		MANOBRA	LATERAL		160	0
6124	15/04/2024	SIM	26187	SIM	SIM		LUIZ	LATERAL		1.403,43	1.403,43
6023	24/02/2024	SIM	25082	NÃO	NÃO		LUIZ	DIANTEIRO		2.615,53	2.615,53
6047	10/04/2024	SIM	26380	NÃO	NÃO		DENIS	LATERAL		1.834,63	0
6049	08/04/2024	SIM	26404	SIM	SIM		RINALDO	LATERAL		85	85
6115	11/03/2024	SIM	23944	SIM	SIM		LUIZ	DIANTEIRO		5.000,00	5.000,00
6136	05/04/2024	NÃO	-	NÃO	NÃO		-	TRASEIRO		150	0
6254	18/03/2024	SIM	24582	SIM	SIM		FABIO	DIANTEIRO		2.484,90	2.484,90
6045	04/04/2024	NÃO	-	NÃO	NÃO		-	DIANTEIRO		95	0
6093	03/04/2024	SIM	26364	SIM	SIM		DENIS	DIANTEIRO		95	95
6048	02/04/2024	NÃO	-	NÃO	NÃO		-	LATERAL		135	0
6049	01/04/2024	SIM	25504	NÃO	NÃO		LUIZ	LATERAL		839,3	0
6249	28/03/2024		-	X	NÃO	X	-	TRASEIRO		1.185,00	0
6024	28/03/2024	SIM	26060	SIM	SIM		RINALDO	LATERAL		1.195,00	1.195,00
6073	26/03/2024	SIM	26221	SIM	SIM		RINALDO	TRASEIRO		400	400
6079	25/03/2024	SIM	22875	SIM	SIM		LUIZ	DIANTEIRO		80	80
6067	24/03/2024	SIM	MANOBRA	NÃO	NÃO		CARGA	LATERAL		2.629,86	0
6134	22/03/2024	X	-	X	NÃO	X	-	DIANTEIRO		195	0
6093	22/03/2024	SIM	25698	SIM	SIM		LUIZ	DIANTEIRO		95	95
6264	21/03/2024	X	-	X	NÃO	X	-	LATERAL		2.551,93	0
6107	04/04/2024	SIM	25974	SIM	SIM		RINALDO	TRASEIRO		165	165
6137	15/03/2024	SIM	25688	SIM	SIM		LUIZ	DIANTEIRO		160	160
6254	15/03/2024		-	X	NÃO	X	-	LATERAL		630,07	0
6033	12/03/2024		-	X	NÃO	X	-	DIANTEIRO		95	0
6159	06/04/2024	SIM	26275	SIM	SIM		DENIS	TRASEIRO		110	110
6029	05/03/2024	X	-	X	NÃO	X	-	LATERAL		1.697,00	0
6039	01/03/2024	X	-	X	NÃO	X	-	DIANTEIRO		397,9	0
6094	01/03/2024	X	-	X	NÃO	X	-	TRASEIRO		3.550,31	0
6064	28/02/2024	X	-	X	NÃO	X	X	TRASEIRO		130	0
6159	26/02/2024	X	-	X	NÃO	X	X	DIANTEIRO		110	0
6279	25/02/2024	X	-	X	NÃO	X	X	TRASEIRO		2.363,85	0
6059	23/01/2024	SIM	26430	NÃO	NÃO	NÃO	DENIS	DIANTEIRO		5.751,00	0
6083	23/02/2024	SIM	26238	SIM	SIM		FABIO	LATERAL		215	215
6239	21/02/2024	X	-	X	NÃO	X	X	LATERAL		1.827,64	0
6043	20/02/2024	X	-	X	NÃO	X	X	LATERAL		637	0
6219	16/02/2024	X	-	X	NÃO	X	X	TRASEIRO		1.851,00	0
6169	16/02/2024	X	-	X	NÃO	X	X	LATERAL		3.761,00	0
6076	12/04/2024	SIM	26459	SIM	SIM		RINALDO	LATERAL		979,87	979,87
6093	14/02/2024	X	-	X	NÃO	X	X	LATERAL		1.680,20	0
6047	12/02/2024	X	-	X	NÃO	X	X	DIANTEIRO		95	0
6034	09/02/2024	X	-	X	NÃO	X	X	TRASEIRO		80	0
6122	09/02/2024	X	-	X	NÃO	X	X	LATERAL		943	0
6159	09/01/2024	SIM	26275	NÃO	NÃO		DENIS	LATERAL		10.252,00	0
6026	05/02/2024	SIM	26366	SIM	SIM		RINALDO	DIANTEIRO		673	673
6299	30/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		360	0
6107	30/01/2024	X	-	X	NÃO	X	X	TRASEIRO		245	0
6037	29/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		2.834,90	0
6088	29/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		245	0
6069	24/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		230	0
6119	24/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		165	0
6085	23/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		165	0
6096	23/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		230	0
6158	20/04/2024	SIM	25970	SIM	SIM		DENIS	TRASEIRO		595	595
6174	22/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		180	0
6079	19/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		230	0
6146	28/04/2024	SIM	26203	NÃO	NÃO		RINALDO	LATERAL		315	0
6169	17/01/2024	SIM	26356	SIM	SIM		DENIS	DIANTEIRO		230	230
6155	17/01/2024	SIM	23623	SIM	SIM		LUIZ	DIANTEIRO		1.233,00	1.233,00
6229	16/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		1.171,00	0
6157	16/01/2024	SIM	26287	SIM	SIM		DENIS	LATERAL		12.825,00	12.825,00
6269	15/01/2024	SIM	21982	SIM	SIM		RINALDO	DIANTEIRO		3.375,00	3.375,00
6174	14/01/2024	X	-	X	NÃO	X	X	LATERAL		245	0
6053	13/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		115	0
6067	13/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		1.171,00	0
6019	12/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		200	0
6019	12/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		215	0
6158	11/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		1.156,00	0
6067	11/01/2024		-	X	NÃO	X	X	DIANTEIRO		345	0
6147	10/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		400	0
6159	30/04/2024	SIM	26275	SIM	SIM		DENIS	LATERAL		1.613,75	1.613,75
6103	30/04/2024	SIM	22875	SIM	SIM		LUIZ	LATERAL		754,2	754,2
6063	08/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		719	0
6116	07/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		300	0
6189	06/01/2024	X	-	X	NÃO	X	X	LATERAL		334	0
6064	06/01/2024	SIM	26060	NÃO	NÃO		RINALDO	DIANTEIRO		6.984,62	0
6309	04/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		230	0
6079	04/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		245	0
6049	02/01/2024	X	-	X	NÃO	X	X	DIANTEIRO		330	0
6054	04/05/2024	SIM	26009	SIM	SIM		RINALDO	DIANTEIRO		115	115
6169	05/05/2024	SIM	26361	NÃO	NÃO		DENIS	LATERAL		645	0
6055	09/05/2024	SIM	25748	NÃO	NÃO		RINALDO	DIANTEIRO		1.485,00	0
6017	12/05/2024	NÃO	-	NÃO	NÃO		-			650	0
6106	12/05/2024	NÃO	-	NÃO	NÃO		-			650	0
6299	13/05/2024	NÃO	-	NÃO	NÃO		-			650	0
6259	14/05/2024	NÃO	-	NÃO	NÃO		-			650	0
6037	17/05/2024	SIM	25697	SIM	SIM		LUIZ	DIANTEIRO		3.225,00	3.225,00
6334	20/05/2024	SIM	26254	SIM	SIM		FÁBIO	DIANTEIRO		3.995,00	3.995,00
6117	22/05/2024	SIM	23476	SIM	SIM		LUIZ	DIANTEIRO		70	70
6044	22/05/2024	SIM	26463	SIM	SIM		RINALDO	DIANTEIRO		95	95
6259	23/05/2024	SIM	24436	SIM	SIM		DENIS	DIANTEIRO		95	95
6069	23/05/2024	SIM	25989	SIM	SIM		RINALDO	LATERAL		95	95
6289	24/05/2024	NÃO		NÃO	NÃO					1.632,64	0
6096	28/05/2024	SIM	26203	SIM	SIM		RINALDO	DIANTEIRO		95	95
6314	30/05/2024	SIM	26158	SIM	DESLIGADO		FÁBIO	FRONTAL		4.065,00	4.065,00
6344	30/05/2024	NÃO		NÃO	NÃO					1.183,00	0
6046	04/06/2024	SIM	26134	NÃO	NÃO		RINALDO	LATERAL		3.400,00	0
6048	04/06/2024	SIM	25892	NÃO	NÃO		RINALDO	TRASEIRO		9.918,00	0
6109	03/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6139	05/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6219	05/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6097	07/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6107	07/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6069	07/06/2024	SIM	26375	NÃO	NÃO		LUIZ	DIANTEIRO		245	0
6036	07/06/2024	NÃO		NÃO	NÃO					130	0
6149	08/06/2024	NÃO		NÃO	NÃO					230	230
6199	08/06/2024	SIM	26491	SIM	SIM		DENIS	FRONTAL		1.103,16	1.103,16
6136	08/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6248	07/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6259	06/06/2024	SIM	26237	SIM	SIM		RINALDO	FRONTAL		3.600,00	3.600,00
6068	09/06/2024	SIM	26477	NÃO	NÃO		RINALDO	FRONTAL		100	0
6033	10/06/2024	SIM	24993	NÃO	NÃO		RINALDO	FRONTAL		8.214,98	0
6249	11/06/2024	SIM	26249	NÃO	NÃO		RINALDO	LATERAL		2.523,00	0
6169	11/06/2024	NÃO	MANOBRA	NÃO	NÃO			LATERAL		790	0
6284	09/06/2024	SIM	26253	SIM	SIM		FÁBIO	LATERAL		4.371,60	4.371,60
6189	16/06/2024	SIM	25448	SIM	SIM		FÁBIO	LATERAL		2.590,00	2.590,00
6075	16/06/2024	NÃO		NÃO	NÃO					180	0
6234	18/06/2024	SIM	26318	SIM	SIM		RINALDO	DIANTEIRO		478,9	478,9
6119	18/06/2024	SIM	26354	NÃO	NÃO		RINALDO	FRONTAL		634	0
6016	18/06/2024	SIM	26479	NÃO	NÃO		RINALDO	LATERAL		2.026,90	0
6208	15/06/2024	SIM	25920	SIM	SIM	JULHO	RINALDO	FRONTAL		7.002,00	7.002,00
6189	20/06/2024	SIM	26172	SIM	SIM		RINALDO	LATERAL		100	100
6037	23/06/2024	NÃO		NÃO	NÃO					260	0
6079	23/06/2024	NÃO		NÃO	NÃO					638,94	0
6019	23/06/2024	SIM	25490	SIM	SIM		RINALDO	LATERAL		771	771
6172	24/06/2024	NÃO		NÃO	NÃO					1.548,94	0
6037	24/06/2024	NÃO		NÃO	NÃO					80	0
6075	24/06/2024	SIM	26357	SIM	SIM		DENIS	DIANTEIRO		6.612,70	6.612,70
6284	21/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6025	23/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6037	25/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6095	25/06/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6132	25/06/2024	NÃO		NÃO	NÃO			PNEU NOVO		1.365,00	0
6294	09/06/2024	SIM	25103	NÃO	NÃO		FABIO	LATERAL		1.699,60	0
6028	27/06/2024	SIM	26468	NÃO	NÃO		RINALDO	TRASEIRO		180	0
6147	29/06/2024	SIM	26483	SIM	SIM		DENIS	DIANTEIRO		80	80
6079	28/06/2024	NÃO		NÃO	NÃO			DIANTEIRO		110	0
6099	02/07/2024	SIM	26024	SIM	SIM		DENIS	DIANTEIRO		2.600,00	2.600,00
6079	02/07/2024	SIM	25209	SIM	SIM		LUIZ	DIANTEIRO		120	120
6079	03/07/2024	SIM	26187	NÃO	NÃO		LUIZ	LATERAL		1.220,00	0
6115	04/07/2024	NÃO		NÃO	NÃO					1.115,00	0
6048	08/07/2024							PNEU RECAPADO		650	0
6139	05/07/2024	SIM	26385	SIM	SIM		RINALDO	LATERAL		105	105
6129	09/07/2024							PNEU RECAPADO		665	0
6055	10/07/2024	SIM	26016	SIM	SIM		RINALDO	FRONTAL		115	115
6037	10/07/2024	SIM	26384	NÃO	NÃO		DENIS	LATERAL		936,86	0
6017	11/07/2024	SIM	26221	SIM	SIM		RINALDO	FRONTAL		115	115
6019	10/07/2024	SIM	26406	NÃO	NÃO		LUIZ	LATERAL		6.173,80	0
6126	14/07/2024	SIM	26507	NÃO	NÃO		RINALDO	LATERAL		887,5	0
6244	15/07/2024	SIM	26520	SIM	SIM		RINALDO	TRASEIRO		1.729,10	1.729,10
6224	15/07/2024	SIM	26357	SIM	SIM		DENIS	TRASEIRO		1.104,57	1.104,57
6284	18/07/2024							PNEU RECAPADO		650	0
6149	18/07/2024	SIM	25928	NÃO	NÃO		DENIS	FRONTAL		200	0
6018	20/07/2024							PNEU RECAPADO		650	0
6289	21/07/2024							PNEU RECAPADO		650	0
6168	22/07/2024	SIM	21982	SIM	SIM		RINALDO	FRONTAL		2.020,00	2.020,00
6117	22/07/2024	SIM	25928	NÃO	NÃO		DENIS	LATERAL		1.460,00	0
6189	22/07/2024	SIM	26354	NÃO	NÃO		RINALDO	LATERAL		1.177,58	0
6299	22/07/2024	SIM	26213	SIM	SIM		LUIZ	LATERAL		215	215
6099	20/07/2024	NÃO		NÃO	NÃO					215	0
6239	23/07/2024	SIM	23119	SIM	SIM		DENIS	FRONTAL		3.822,73	3.822,73
6078	25/07/2024	SIM	23944	SIM	SIM		LUIZ	FRONTAL		510	510
6284	25/07/2024	SIM	25866	NÃO	NÃO		FABIO	LATERAL		2.638,98	0
6249	26/07/2024	SIM	26373	NÃO	NÃO		DENIS	LATERAL		1.136,46	0
6083	26/07/2024	SIM	24582	SIM	SIM		FABIO	FRONTAL		105	105
6096	31/07/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6109	31/07/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6018	27/07/2024	SIM	26491	NÃO	SIM		DENIS	FRONTAL		2.340,00	0
6093	29/07/2024	NÃO		NÃO	NÃO			PNEU RECAPADO		650	0
6249	01/08/2024	SIM	26030	NÃO	NÃO		RINALDO	FRONTAL		4.367,00	0
6073	02/08/2024	SIM	26059	SIM	SIM		LUIZ	LATERAL		2.580,00	2.580,01
6056	04/08/2024	SIM	21883	NÃO	NÃO		RINALDO	LATERAL		1.042,00	0
6078	05/08/2024	SIM	26024	SIM	SIM		DENIS	FRONTAL		6.007,70	6.007,70
6239	07/08/2024	SIM	26358	NÃO	NÃO		DENIS	LATERAL		235,53	0
6046	09/08/2024	NÃO		NÃO	NÃO					80	0
6132	12/08/2024	NÃO		NÃO	NÃO					253	0
6259	13/08/2024	SIM	26318	NÃO	NÃO		RINALDO	LATERAL		2.652,96	0
6079	13/08/2024	SIM	26502	SIM	SIM		RINALDO	DIANTEIRO		135	135
6078	15/08/2024	SIM	25215	SIM	SIM		LUIZ	FRONTAL		2.736,19	2.736,19
6116	19/08/2024	SIM	26409	NÃO	NÃO		RINALDO	LATERAL		1.057,00	0
6147	19/08/2024	SIM	26380	SIM	SIM		DENIS	FRONTAL		3.473,00	3.473,01
6128	21/08/2024	SIM	25985	NÃO	NÃO		LUIZ	LATERAL		1.754,50	0
6063	21/08/2024	SIM	26235	SIM	SIM		DENIS	LATERAL		1.246,00	1.246,00
6209	22/08/2024	SIM	25989	SIM	SIM		RINALDO	LATERAL		115	115
6107	25/08/2024	SIM	MANOBRA DA CARGA	NÃO	NÃO		CARGA	TRASEIRA		135	0
6147	22/08/2024	SIM	26380	NÃO	NÃO		DENIS	TRASEIRA		95	0
6057	25/08/2024	NAO	NÃO	NÃO	NÃO			TRASEIRA		115	0
6069	27/08/2024	SIM	26235	SIM	SIM		DENIS	DIANTEIRO		265	265
6033	27/08/2024	NAO	NÃO	NÃO	NÃO			LATERAL		125	0
6124	27/08/2024	SIM	26221	NÃO	NÃO		RINALDO	DIANTEIRO		1.415,00	0
6045	29/08/2024	SIM	26399	SIM	SIM		RINALDO	DIANTEIRO		2.995,00	2.995,00
6054	31/08/2024	SIM	26510	SIM	SIM		RINALDO	LATERAL		1.739,45	1.739,45
6119	02/09/2024	NÃO	NÃO	NÃO	NÃO			DIANTEIRO		215	0
6098	02/09/2024	SIM	25985	NÃO	NÃO		LUIZ	LATERAL		195	0
6035	05/09/2024	SIM	26523	NÃO	NÃO		LUIZ	LATERAL		1.215,00	0
6034	10/09/2024	NÃO	NÃO	NÃO	NÃO			DIANTEIRO		165	0
6083	07/09/2024	SIM	24785	SIM	SIM		FABIO	DIANTEIRO		4.108,58	4.108,58
6116	10/09/2024	NÃO	NÃO	NÃO	NÃO			TRASEIRA		115	0
6132	17/09/2024	SIM	26509	SIM	NÃO		RINALDO	LATERAL		2.128,00	2.128,00
6063	17/09/2024	SIM	25973	SIM	SIM		DENIS	DIANTEIRO		4.457,00	4.457,00
6024	21/09/2024	NÃO	NÃO	NÃO	NÃO			LATERAL		115	0
6234	21/09/2024	NÃO	NÃO	NÃO	NÃO			LATERAL		115	0
6038	21/09/2024	SIM	26463	SIM	SIM		RINALDO	LATERAL		3.997,19	3.997,19
6068	22/09/2024	SIM	25684	NÃO	NÃO		LUIZ	LATERAL		2.825,98	0
2222	23/09/2024	SIM	26134	SIM	SIM		RINALDO	LATERAL		115	115
6057	23/09/2024	SIM	26213	SIM	SIM		LUIZ	DIANTEIRO		195	195
6157	21/09/2024	NÃO	NÃO	NÃO	NÃO			LATERAL		4.713,38	0
6044	24/09/2024	NÃO	NÃO	NÃO	NÃO			LATERAL		650	0
6035	25/09/2024	NÃO	25925	NÃO	NÃO		LUIZ	LATERAL		400	0
6314	03/09/2024	SIM	26207	NÃO	NÃO		PEDRO	INTERNO		15.000,00	0
6059	07/09/2024	SIM	26404	NÃO	NÃO		RINALDO	INTERNO		70.763,36	0
6078	19/09/2024	NÃO			NÃO			PNEU		665	0
6304	20/09/2024	NÃO			NÃO			PNEU		665	0
6062	23/09/2024	NÃO			NÃO			PNEU		665	0
6048	26/09/2024	NÃO			NÃO			PNEU		665	0
6029	27/09/2024	NÃO			NÃO			PNEU		665	0
6274	29/09/2024	SIM	Manobra	NÃO	NÃO		MANUTENÇÃO	DIANTEIRO		1.370,00	0
6018	29/09/2024	SIM	22875	SIM	NÃO		LUIZ	LATERAL		1.666,89	1.666,89
6139	29/09/2024	SIM	Manobra	NÃO	NÃO		MANUTENÇÃO	LATERAL		3.205,95	0
6156	29/09/2024	SIM	Manobra	NÃO	NÃO		MANUTENÇÃO	TRASEIRA		2.132,00	0
6309	30/09/2024	NÃO			NÃO			PNEU		665	0
6049	30/09/2024	SIM	26203	SIM	NÃO		RINALDO	INTERNA		200	200
6199	11/09/2024	SIM	26097	SIM	NÃO		DENIS	PNEU		665	665
6254	30/09/2024	NÃO			NÃO			LATERAL		665	0
6179	30/09/2024	NÃO			NÃO			LATERAL		1.369,57	0
6038	06/10/2024	SIM	26480	SIM	SIM		RINALDO	LATERAL		120	R$ 120,00
6054	06/10/2024	SIM	26379	NÃO			DENIS	PNEU		665	0
6208	03/10/2024	NÃO	-				-	PNEU		665	0
6224	04/10/2024	NÃO	-					CUSTO DE SERVIÇO		1.429,59	0
6093	06/10/2024	NÃO	-				-	PNEU		665	0
6099	02/10/2024	SIM	22863	SIM	SIM		RINALDO	LATERAL		85	R$ 85,00
6145	12/10/2024	NÃO						LATERAL		1.390,00	0
6139	11/10/2024	SIM	25716	SIM	SIM		LUIZ	LATERAL		1.305,00	R$ 1.305,00
6219	14/10/2024	NÃO	-				-	PNEU		2.405,00	0
6109	10/10/2024	NÃO	-				-	PNEU		665	0
6139	17/10/2024	SIM	25700	SIM	SIM		LUIZ	LATERAL		95	R$ 95,00
6087	19/10/2024	NÃO	-				-	PNEU		710	0
6108	21/10/2024	NÃO	-				-	PNEU		710	0
6033	22/10/2024	NÃO	-				-	PNEU		710	0
6129	23/10/2024	SIM	26406	SIM	NÃO		LUIZ	LATERAL		915	R$ 915,00
6117	23/10/2024	SIM	26091	SIM	NÃO		PEDRO	LATERAL		1.515,00	R$ 1.515,00
6324	23/10/2024	SIM	26356	SIM	SIM		DENIS	LATERAL		3.395,00	R$ 3.395,00
6208	24/10/2024	NÃO	-				-	PNEU		695	0
6249	25/10/2024	NÃO	-				-	PNEU		695	0
6043	25/10/2024	NÃO	-				-	PNEU		695	0
6099	26/10/2024	SIM	MANOBRA				-	LATERAL		1.177,00	0
6078	29/10/2024	SIM	25990	SIM	SIM		RINALDO	FRONTAL		200	R$ 200,00
6314	31/10/2024	SIM	26519	NÃO			PEDRO	PNEU		695	0
