Prefixo do Veículo;Data;Operacional (KM);Ociosa (KM);Total (KM)
6103;09/02/2026;1025.1;4.6;1029.7
6107;04/02/2026;571.3;4.6;575.9
6108;04/02/2026;389.5;4.6;394.1
6127;08/02/2026;850;4.6;854.6
6137;17/02/2026;648.1;4.6;652.7
6137;19/02/2026;832.3;4.6;836.9
6145;13/02/2026;263.4;4.6;268
6165;01/02/2026;756.3;4.6;760.9
6165;26/02/2026;778.1;4.6;782.7
6169;19/02/2026;824.7;4.6;829.3
6178;28/02/2026;390.8;4.6;395.4
6185;21/02/2026;704.2;4.6;708.8
6195;03/02/2026;649.8;4.6;654.4
6205;25/02/2026;674.4;4.6;679
6208;11/02/2026;1024.5;4.6;1029.1
6208;13/02/2026;1026.6;4.6;1031.2
6208;21/02/2026;386.6;4.6;391.2
6215;13/02/2026;705.4;4.6;710
6215;23/02/2026;737.4;4.6;742
6228;12/02/2026;420;4.6;424.6
6238;20/02/2026;759.2;4.6;763.8
6245;18/02/2026;692.7;4.6;697.3
6248;25/02/2026;557.6;4.6;562.2
6254;06/02/2026;499.4;4.6;504
6285;05/02/2026;726.8;4.6;731.4
6285;10/02/2026;702.3;4.6;706.9
6295;04/02/2026;710.9;4.6;715.5
6295;22/02/2026;700.7;4.6;705.3
6305;28/02/2026;635;4.6;639.6
6324;22/02/2026;554.5;4.6;559.1
6325;05/02/2026;951.4;4.6;956
6335;02/02/2026;707.8;4.6;712.4
6335;16/02/2026;642.5;4.6;647.1
6335;20/02/2026;661.7;4.6;666.3
6345;27/02/2026;767.4;4.6;772
6046;28/02/2026;263.2;4.5;267.7
6095;20/02/2026;201.9;4.5;206.4
6098;18/02/2026;396.3;4.5;400.8
6135;06/02/2026;539.2;4.5;543.7
6139;28/02/2026;365.1;4.5;369.6
6159;07/02/2026;412.2;4.5;416.7
6159;17/02/2026;540.3;4.5;544.8
6165;17/02/2026;740.3;4.5;744.8
6169;14/02/2026;441;4.5;445.5
6169;21/02/2026;406;4.5;410.5
6178;21/02/2026;252.9;4.5;257.4
6195;06/02/2026;701;4.5;705.5
6195;11/02/2026;642.4;4.5;646.9
6195;14/02/2026;654.8;4.5;659.3
6215;25/02/2026;1147.4;4.5;1151.9
6228;20/02/2026;396.6;4.5;401.1
6255;27/02/2026;721;4.5;725.5
6285;14/02/2026;721.9;4.5;726.4
6325;08/02/2026;1003.6;4.5;1008.1
6345;03/02/2026;670.3;4.5;674.8
6345;26/02/2026;719.6;4.5;724.1
6035;02/02/2026;645.2;4.4;649.6
6035;14/02/2026;245.2;4.4;249.6
6037;04/02/2026;724;4.4;728.4
6045;22/02/2026;244.1;4.4;248.5
6046;10/02/2026;390.9;4.4;395.3
6054;18/02/2026;372.2;4.4;376.6
6083;18/02/2026;1012.6;4.4;1017
6086;08/02/2026;262.5;4.4;266.9
6095;07/02/2026;446.2;4.4;450.6
6096;11/02/2026;480.7;4.4;485.1
6098;14/02/2026;391.3;4.4;395.7
6127;10/02/2026;770;4.4;774.4
6137;18/02/2026;930.6;4.4;935
6138;17/02/2026;477.8;4.4;482.2
6159;28/02/2026;136.1;4.4;140.5
6165;02/02/2026;950.3;4.4;954.7
6175;25/02/2026;672;4.4;676.4
6204;09/02/2026;502.7;4.4;507.1
6208;24/02/2026;353.1;4.4;357.5
6209;14/02/2026;772.4;4.4;776.8
6215;04/02/2026;630;4.4;634.4
6255;25/02/2026;904.5;4.4;908.9
2212;18/02/2026;464.9;4.3;469.2
6026;19/02/2026;263.4;4.3;267.7
6027;20/02/2026;935.1;4.3;939.4
6047;08/02/2026;944;4.3;948.3
6048;02/02/2026;431.6;4.3;435.9
6056;21/02/2026;357.9;4.3;362.2
6076;17/02/2026;395.7;4.3;400
6078;17/02/2026;451.5;4.3;455.8
6097;15/02/2026;939.4;4.3;943.7
6105;06/02/2026;392.8;4.3;397.1
6127;28/02/2026;919.4;4.3;923.7
6136;11/02/2026;263.2;4.3;267.5
6137;14/02/2026;945.8;4.3;950.1
6147;05/02/2026;605.4;4.3;609.7
6169;05/02/2026;65.1;4.3;69.4
6204;24/02/2026;516.2;4.3;520.5
6208;04/02/2026;962.1;4.3;966.4
6229;07/02/2026;511.3;4.3;515.6
6238;19/02/2026;444.6;4.3;448.9
6269;04/02/2026;249.7;4.3;254
6014;23/02/2026;632.3;4.2;636.5
6018;23/02/2026;634.8;4.2;639
6036;01/02/2026;212.2;4.2;216.4
6057;13/02/2026;654.8;4.2;659
6063;19/02/2026;528.9;4.2;533.1
6085;07/02/2026;398.7;4.2;402.9
6085;12/02/2026;444.2;4.2;448.4
6086;06/02/2026;390;4.2;394.2
6088;25/02/2026;613;4.2;617.2
6098;15/02/2026;398.1;4.2;402.3
6098;26/02/2026;391;4.2;395.2
6105;08/02/2026;202;4.2;206.2
6145;28/02/2026;133.6;4.2;137.8
6146;03/02/2026;211.5;4.2;215.7
6158;10/02/2026;394.3;4.2;398.5
6168;09/02/2026;992.5;4.2;996.7
6169;11/02/2026;337.3;4.2;341.5
6175;14/02/2026;702.4;4.2;706.6
6204;02/02/2026;293.2;4.2;297.4
6208;16/02/2026;1054.2;4.2;1058.4
6208;22/02/2026;390.4;4.2;394.6
6209;09/02/2026;690;4.2;694.2
6248;04/02/2026;396.6;4.2;400.8
6269;15/02/2026;811.1;4.2;815.3
6289;16/02/2026;443.3;4.2;447.5
6018;12/02/2026;443.6;4.1;447.7
6026;10/02/2026;392.4;4.1;396.5
6036;24/02/2026;392.7;4.1;396.8
6039;06/02/2026;649.4;4.1;653.5
6039;12/02/2026;841.3;4.1;845.4
6047;24/02/2026;911;4.1;915.1
6048;21/02/2026;428.3;4.1;432.4
6095;23/02/2026;186.4;4.1;190.5
6096;07/02/2026;398.3;4.1;402.4
6105;14/02/2026;212.1;4.1;216.2
6116;23/02/2026;392.9;4.1;397
6168;25/02/2026;442.3;4.1;446.4
6179;18/02/2026;488.4;4.1;492.5
6188;04/02/2026;127.5;4.1;131.6
6215;09/02/2026;678.9;4.1;683
6228;22/02/2026;442.9;4.1;447
6314;21/02/2026;493.1;4.1;497.2
6208;14/02/2026;;396.9;396.9
6269;08/02/2026;249.7;395.5;645.2
6219;24/02/2026;123.4;394.8;518.2
6208;01/02/2026;;394.4;394.4
6179;14/02/2026;128.8;391.6;520.4
6126;03/02/2026;;391.2;391.2
6027;01/02/2026;253;39.8;292.8
6033;09/02/2026;155.5;39.8;195.3
6108;20/02/2026;128.8;39.7;168.5
2232;17/02/2026;476.2;39.6;515.8
2262;25/02/2026;;39.6;39.6
6018;14/02/2026;406.4;39.6;446
2222;19/02/2026;;39.2;39.2
2222;05/02/2026;;387.3;387.3
6043;26/02/2026;276.3;386.5;662.8
2222;04/02/2026;;385.8;385.8
2272;06/02/2026;;385.4;385.4
6018;01/02/2026;;381.3;381.3
6159;04/02/2026;98.2;380.8;479
6269;09/02/2026;426.5;38.4;464.9
2252;26/02/2026;476;38.3;514.3
6169;16/02/2026;332.7;379.4;712.1
2272;21/02/2026;150.6;378.7;529.3
6026;05/02/2026;;377.8;377.8
6156;03/02/2026;;377.8;377.8
6269;18/02/2026;249.6;377.7;627.3
2272;02/02/2026;;376.7;376.7
6244;01/02/2026;;376.4;376.4
6157;07/02/2026;276.2;374.4;650.6
6254;18/02/2026;688.8;371.3;1060.1
6234;01/02/2026;493.1;37.9;531
6129;20/02/2026;;37.8;37.8
6239;26/02/2026;215.2;37.8;253
6295;05/02/2026;1116.8;37.7;1154.5
6285;03/02/2026;1137.2;37.6;1174.8
6136;03/02/2026;337.7;37.5;375.2
6045;18/02/2026;212.1;37.4;249.5
2212;12/02/2026;;37.2;37.2
2232;08/02/2026;237.5;37.2;274.7
2272;10/02/2026;474.3;37.2;511.5
6274;20/02/2026;895;366.3;1261.3
6159;09/02/2026;93;365.2;458.2
6279;04/02/2026;444.7;364.4;809.1
6264;21/02/2026;807.4;362.8;1170.2
6219;16/02/2026;310.1;362.5;672.6
6127;01/02/2026;116.7;362.3;479
6053;27/02/2026;199;361.7;560.7
2262;12/02/2026;237.5;36.9;274.4
6309;09/02/2026;371.3;36.9;408.2
2232;15/02/2026;476.2;36.6;512.8
6096;23/02/2026;666.6;36.5;703.1
6116;17/02/2026;260.3;36.5;296.8
6235;19/02/2026;493.2;36.5;529.7
6129;24/02/2026;770.2;36.4;806.6
6019;14/02/2026;696.1;36.3;732.4
2212;27/02/2026;475.7;36.2;511.9
6159;06/02/2026;158.6;359.6;518.2
6248;27/02/2026;305.8;358.2;664
6254;08/02/2026;537.3;353.8;891.1
6014;04/02/2026;308;353.2;661.2
6027;08/02/2026;852.4;35.9;888.3
6325;10/02/2026;951.7;35.7;987.4
2232;07/02/2026;475.6;35.6;511.2
6137;05/02/2026;827.8;35.6;863.4
6209;24/02/2026;744.4;35.2;779.6
6063;01/02/2026;206.5;349.7;556.2
6294;28/02/2026;168;349.2;517.2
6289;09/02/2026;;347.3;347.3
207;23/02/2026;;346.3;346.3
207;14/02/2026;;346.2;346.2
6149;27/02/2026;308.9;345.5;654.4
6299;01/02/2026;125.7;342.5;468.2
6107;20/02/2026;;340.2;340.2
6124;18/02/2026;464.5;34.9;499.4
6204;01/02/2026;517.4;34.8;552.2
6097;10/02/2026;720.2;34.7;754.9
6124;02/02/2026;519;34.6;553.6
6077;08/02/2026;694.3;34.5;728.8
6146;10/02/2026;245;34.5;279.5
6079;06/02/2026;692.4;34.4;726.8
6107;09/02/2026;693;34.4;727.4
6248;18/02/2026;355.2;34.3;389.5
6135;28/02/2026;413.5;34.2;447.7
2212;25/02/2026;237.6;34.1;271.7
6088;05/02/2026;674.5;34.1;708.6
6095;11/02/2026;378.8;34.1;412.9
6179;13/02/2026;124.5;34.1;158.6
6037;08/02/2026;814;339.9;1153.9
6355;09/02/2026;54.1;337.7;391.8
6194;28/02/2026;;337.2;337.2
6043;25/02/2026;382;336.9;718.9
6129;08/02/2026;116.7;334.3;451
6149;17/02/2026;252.6;33.9;286.5
2262;03/02/2026;237.8;33.6;271.4
2262;08/02/2026;252.1;33.6;285.7
6124;07/02/2026;236.7;33.6;270.3
2272;11/02/2026;377.6;33.5;411.1
6244;05/02/2026;;33.5;33.5
6345;15/02/2026;551.2;33.5;584.7
6205;06/02/2026;617;33.3;650.3
6107;03/02/2026;605.3;33.1;638.4
6178;09/02/2026;;327.6;327.6
6189;27/02/2026;341.9;324.7;666.6
6265;26/02/2026;643.8;324.3;968.1
6019;23/02/2026;359.6;324.2;683.8
6047;01/02/2026;872.3;322.2;1194.5
6139;15/02/2026;880.9;322.2;1203.1
6073;26/02/2026;969.3;321.8;1291.1
6125;04/02/2026;;320.1;320.1
2212;19/02/2026;252.2;32.9;285.1
2262;28/02/2026;234.3;32.9;267.2
6014;02/02/2026;411.5;32.9;444.4
6054;12/02/2026;518.7;32.9;551.6
6089;19/02/2026;770.4;32.9;803.3
6059;13/02/2026;663.1;32.7;695.8
6077;06/02/2026;298.9;32.7;331.6
6085;21/02/2026;201.8;32.7;234.5
6248;12/02/2026;403.8;32.7;436.5
2232;24/02/2026;252;32.5;284.5
6129;07/02/2026;380.1;32.5;412.6
6039;18/02/2026;693.7;32.3;726
2212;22/02/2026;245.5;32.2;277.7
6067;22/02/2026;693.5;32.2;725.7
6097;04/02/2026;709.7;32.2;741.9
6119;19/02/2026;695.4;32.2;727.6
2212;11/02/2026;;32.1;32.1
6229;09/02/2026;110.4;32.1;142.5
6244;25/02/2026;;319.4;319.4
6108;18/02/2026;300.6;318.5;619.1
6299;02/02/2026;322;317.4;639.4
6096;18/02/2026;262.9;317.1;580
2222;03/02/2026;;315.2;315.2
6269;28/02/2026;249.9;315.1;565
6248;09/02/2026;347.4;314.2;661.6
6138;13/02/2026;;311.8;311.8
6289;04/02/2026;126.2;311.6;437.8
6016;16/02/2026;;31.8;31.8
6124;11/02/2026;177.1;31.6;208.7
6255;16/02/2026;651.4;31.4;682.8
6019;03/02/2026;770.7;31.2;801.9
6168;06/02/2026;534.5;31.2;565.7
6016;01/02/2026;;31.1;31.1
6127;03/02/2026;739.6;31.1;770.7
6204;27/02/2026;212;31.1;243.1
6108;19/02/2026;;309.7;309.7
6035;19/02/2026;306;307.5;613.5
6135;20/02/2026;;307.4;307.4
6195;24/02/2026;599.5;307.4;906.9
6096;17/02/2026;306.2;307.3;613.5
6147;03/02/2026;565.8;305.6;871.4
6107;08/02/2026;693;305.4;998.4
6126;12/02/2026;;305.2;305.2
6098;07/02/2026;424.6;304.9;729.5
6168;03/02/2026;145;304.8;449.8
6189;01/02/2026;308.1;304.3;612.4
6095;03/02/2026;;303.8;303.8
6126;17/02/2026;262.6;303.4;566
6204;06/02/2026;36.1;303.1;339.2
6294;05/02/2026;877.1;303.1;1180.2
6099;21/02/2026;269.6;300.4;570
6127;12/02/2026;296.6;300.2;596.8
6199;17/02/2026;691.9;30.8;722.7
6224;09/02/2026;379.3;30.8;410.1
6124;03/02/2026;517.4;30.7;548.1
6244;19/02/2026;212;30.7;242.7
6083;26/02/2026;693.2;30.6;723.8
6224;26/02/2026;266.5;30.6;297.1
6244;24/02/2026;257.9;30.6;288.5
6137;23/02/2026;693;30.5;723.5
6025;14/02/2026;211.3;30.4;241.7
6027;24/02/2026;;30.4;30.4
6039;11/02/2026;719;30.4;749.4
6098;02/02/2026;694.2;30.4;724.6
6255;11/02/2026;603.6;30.3;633.9
6156;09/02/2026;395.3;30.1;425.4
6026;25/02/2026;392.3;3.9;396.2
6033;18/02/2026;584.8;3.9;588.7
6038;28/02/2026;436;3.9;439.9
6075;28/02/2026;361.8;3.9;365.7
6095;09/02/2026;357.9;3.9;361.8
6095;26/02/2026;257.7;3.9;261.6
6124;09/02/2026;495;3.9;498.9
6125;13/02/2026;389.3;3.9;393.2
6127;20/02/2026;584.7;3.9;588.6
6128;14/02/2026;446.1;3.9;450
6136;12/02/2026;450.2;3.9;454.1
6146;27/02/2026;444.7;3.9;448.6
6168;18/02/2026;443.4;3.9;447.3
6178;27/02/2026;392.3;3.9;396.2
6189;23/02/2026;555.5;3.9;559.4
6199;22/02/2026;930.1;3.9;934
6248;28/02/2026;442.9;3.9;446.8
6259;05/02/2026;428.9;3.9;432.8
2212;26/02/2026;490.9;3.8;494.7
6038;04/02/2026;446;3.8;449.8
6038;09/02/2026;181.1;3.8;184.9
6046;23/02/2026;392.4;3.8;396.2
6048;06/02/2026;427;3.8;430.8
6054;28/02/2026;211.9;3.8;215.7
6067;01/02/2026;910.5;3.8;914.3
6076;24/02/2026;392.4;3.8;396.2
6085;22/02/2026;391.9;3.8;395.7
6086;14/02/2026;392;3.8;395.8
6124;20/02/2026;211.3;3.8;215.1
6125;22/02/2026;211.9;3.8;215.7
6126;19/02/2026;392.1;3.8;395.9
6146;24/02/2026;392;3.8;395.8
6156;24/02/2026;212.1;3.8;215.9
6229;05/02/2026;219.7;3.8;223.5
6264;25/02/2026;221.2;3.8;225
6279;16/02/2026;432.7;3.8;436.5
2212;01/02/2026;473.2;3.7;476.9
6015;16/02/2026;209.7;3.7;213.4
6037;02/02/2026;780;3.7;783.7
6038;20/02/2026;429.3;3.7;433
6046;20/02/2026;389.7;3.7;393.4
6068;08/02/2026;374.1;3.7;377.8
6073;11/02/2026;179.2;3.7;182.9
6098;09/02/2026;391.7;3.7;395.4
6108;17/02/2026;444.3;3.7;448
6118;26/02/2026;181.5;3.7;185.2
6136;07/02/2026;244.7;3.7;248.4
6137;27/02/2026;692.3;3.7;696
6157;21/02/2026;276.7;3.7;280.4
6158;11/02/2026;392.6;3.7;396.3
6195;16/02/2026;1064.3;3.7;1068
6224;15/02/2026;768.8;3.7;772.5
6224;18/02/2026;495.6;3.7;499.3
6238;13/02/2026;387.4;3.7;391.1
6248;16/02/2026;448.6;3.7;452.3
6294;13/02/2026;189.9;3.7;193.6
6019;01/02/2026;690.7;3.6;694.3
6023;24/02/2026;135.6;3.6;139.2
6025;18/02/2026;133.5;3.6;137.1
6036;27/02/2026;393.2;3.6;396.8
6048;19/02/2026;123.7;3.6;127.3
6068;22/02/2026;444.7;3.6;448.3
6069;14/02/2026;251.2;3.6;254.8
6096;09/02/2026;299.6;3.6;303.2
6097;21/02/2026;279.8;3.6;283.4
6119;15/02/2026;693;3.6;696.6
6135;04/02/2026;392.5;3.6;396.1
6137;26/02/2026;692;3.6;695.6
6138;06/02/2026;445.7;3.6;449.3
6178;17/02/2026;391.7;3.6;395.3
6194;18/02/2026;257.3;3.6;260.9
6208;23/02/2026;392;3.6;395.6
6209;26/02/2026;755.9;3.6;759.5
6228;03/02/2026;841.5;3.6;845.1
6228;25/02/2026;477.1;3.6;480.7
6275;14/02/2026;465.2;3.6;468.8
2212;20/02/2026;497.6;3.5;501.1
2212;24/02/2026;491.7;3.5;495.2
6039;28/02/2026;;3.5;3.5
6063;21/02/2026;584.3;3.5;587.8
6075;25/02/2026;511.9;3.5;515.4
6077;21/02/2026;692.8;3.5;696.3
6083;28/02/2026;692.6;3.5;696.1
6085;28/02/2026;354.6;3.5;358.1
6128;01/02/2026;351.9;3.5;355.4
6148;27/02/2026;392.8;3.5;396.3
6149;23/02/2026;706.9;3.5;710.4
6209;07/02/2026;770.8;3.5;774.3
6244;10/02/2026;87.6;3.5;91.1
6245;06/02/2026;251.8;3.5;255.3
6018;06/02/2026;446.8;3.4;450.2
6025;10/02/2026;663.5;3.4;666.9
6026;16/02/2026;389.7;3.4;393.1
6026;18/02/2026;529.7;3.4;533.1
6039;19/02/2026;692;3.4;695.4
6063;27/02/2026;532.9;3.4;536.3
6066;10/02/2026;390.2;3.4;393.6
6073;10/02/2026;328.8;3.4;332.2
6076;02/02/2026;318.5;3.4;321.9
6076;07/02/2026;399;3.4;402.4
6076;26/02/2026;351.6;3.4;355
6077;05/02/2026;122.5;3.4;125.9
6085;03/02/2026;355.8;3.4;359.2
6095;15/02/2026;260.6;3.4;264
6124;06/02/2026;475.8;3.4;479.2
6124;12/02/2026;212;3.4;215.4
6125;16/02/2026;170.3;3.4;173.7
6128;12/02/2026;756.7;3.4;760.1
6135;02/02/2026;352.9;3.4;356.3
6139;13/02/2026;308.5;3.4;311.9
6148;07/02/2026;870.5;3.4;873.9
6148;18/02/2026;754.2;3.4;757.6
6178;06/02/2026;393.4;3.4;396.8
6194;07/02/2026;354.5;3.4;357.9
6238;04/02/2026;873.1;3.4;876.5
6239;25/02/2026;256.7;3.4;260.1
6335;27/02/2026;201.6;3.4;205
6015;26/02/2026;215;3.3;218.3
6033;16/02/2026;309.7;3.3;313
6054;10/02/2026;495.2;3.3;498.5
6067;10/02/2026;142.5;3.3;145.8
6078;11/02/2026;888.8;3.3;892.1
6079;03/02/2026;568.3;3.3;571.6
6145;22/02/2026;734.1;3.3;737.4
6146;08/02/2026;336.3;3.3;339.6
6179;01/02/2026;560.2;3.3;563.5
6179;03/02/2026;276.9;3.3;280.2
6188;02/02/2026;995.9;3.3;999.2
6189;02/02/2026;562.7;3.3;566
6189;06/02/2026;692.6;3.3;695.9
6199;16/02/2026;692.4;3.3;695.7
6225;14/02/2026;356.2;3.3;359.5
6324;26/02/2026;288;3.3;291.3
6344;27/02/2026;;3.3;3.3
6018;02/02/2026;795.4;3.2;798.6
6018;04/02/2026;787.8;3.2;791
6023;20/02/2026;180;3.2;183.2
6036;25/02/2026;133.7;3.2;136.9
6039;10/02/2026;710;3.2;713.2
6039;17/02/2026;693.7;3.2;696.9
6048;09/02/2026;798.4;3.2;801.6
6048;16/02/2026;839;3.2;842.2
6068;21/02/2026;444.5;3.2;447.7
6096;20/02/2026;130.7;3.2;133.9
6097;24/02/2026;803.8;3.2;807
6098;06/02/2026;663.2;3.2;666.4
6125;06/02/2026;430.2;3.2;433.4
6126;13/02/2026;129.3;3.2;132.5
6129;27/02/2026;701.1;3.2;704.3
6145;03/02/2026;332.6;3.2;335.8
6148;24/02/2026;815.2;3.2;818.4
6158;08/02/2026;443.6;3.2;446.8
6208;25/02/2026;790.8;3.2;794
6215;11/02/2026;420.3;3.2;423.5
6235;10/02/2026;674.4;3.2;677.6
6235;22/02/2026;393.7;3.2;396.9
6238;15/02/2026;871.8;3.2;875
6254;17/02/2026;513.1;3.2;516.3
6325;01/02/2026;423.1;3.2;426.3
6014;12/02/2026;550.1;3.1;553.2
6017;20/02/2026;132.7;3.1;135.8
6025;06/02/2026;352.9;3.1;356
6047;16/02/2026;698.4;3.1;701.5
6066;18/02/2026;393;3.1;396.1
6069;20/02/2026;109.1;3.1;112.2
6078;24/02/2026;445.2;3.1;448.3
6086;15/02/2026;133.3;3.1;136.4
6098;04/02/2026;405.2;3.1;408.3
6107;15/02/2026;883.8;3.1;886.9
6107;17/02/2026;694.9;3.1;698
6136;23/02/2026;129.3;3.1;132.4
6138;08/02/2026;352.5;3.1;355.6
6145;27/02/2026;444.5;3.1;447.6
6168;05/02/2026;823.5;3.1;826.6
6169;17/02/2026;808.8;3.1;811.9
6185;07/02/2026;420.3;3.1;423.4
6188;22/02/2026;875.1;3.1;878.2
6225;09/02/2026;509.3;3.1;512.4
6225;19/02/2026;400.8;3.1;403.9
6228;24/02/2026;444.1;3.1;447.2
6228;26/02/2026;783.7;3.1;786.8
6244;17/02/2026;;3.1;3.1
6189;18/02/2026;268.5;299.7;568.2
6069;05/02/2026;168.8;299.3;468.1
207;19/02/2026;;299.2;299.2
6044;13/02/2026;375.1;299.1;674.2
6077;09/02/2026;348;298.2;646.2
6108;10/02/2026;385.5;297.7;683.2
6128;08/02/2026;129.5;296.8;426.3
2252;25/02/2026;;296.6;296.6
6033;10/02/2026;;296.3;296.3
6047;04/02/2026;720.1;294.4;1014.5
6139;12/02/2026;;294.3;294.3
6219;12/02/2026;250.4;293.1;543.5
6109;25/02/2026;512.6;292.4;805
6324;27/02/2026;843.7;292.2;1135.9
6059;10/02/2026;291;290.6;581.6
6137;25/02/2026;434.3;290.5;724.8
6054;25/02/2026;611.6;29.8;641.4
6056;13/02/2026;249.5;29.7;279.2
6095;21/02/2026;180.4;29.7;210.1
6194;22/02/2026;211.6;29.7;241.3
6079;07/02/2026;691.8;29.6;721.4
6204;04/02/2026;277.1;29.4;306.5
6046;05/02/2026;393.4;29.2;422.6
6135;17/02/2026;174.1;29.1;203.2
207;18/02/2026;;288.2;288.2
6294;15/02/2026;447.7;287.4;735.1
6156;02/02/2026;128.3;284.7;413
207;20/02/2026;;284.5;284.5
6146;07/02/2026;;284.1;284.1
6179;22/02/2026;291.3;283.9;575.2
6234;02/02/2026;245.1;283.9;529
2232;14/02/2026;;283.4;283.4
207;27/02/2026;;283.2;283.2
6059;27/02/2026;399.9;283.1;683
207;28/02/2026;;281.7;281.7
6039;13/02/2026;419.6;281.7;701.3
207;06/02/2026;;281.2;281.2
2222;06/02/2026;;280.4;280.4
2262;11/02/2026;;280.4;280.4
6309;12/02/2026;201.8;280.4;482.2
207;17/02/2026;;280.1;280.1
6128;26/02/2026;299.6;280.1;579.7
6159;13/02/2026;652.5;280.1;932.6
2222;16/02/2026;375.4;28.9;404.3
6045;24/02/2026;742.3;28.3;770.6
6085;25/02/2026;477.9;28.3;506.2
6168;08/02/2026;1104.2;28.1;1132.3
6024;25/02/2026;;279.8;279.8
6224;17/02/2026;118.6;278.3;396.9
6345;24/02/2026;327.6;277.7;605.3
6248;11/02/2026;527.6;276.7;804.3
6199;14/02/2026;289.7;276.5;566.2
6245;02/02/2026;297.9;275.5;573.4
6169;23/02/2026;444.5;275.2;719.7
6195;19/02/2026;280.3;274.8;555.1
6095;25/02/2026;44.1;274.7;318.8
6014;25/02/2026;257;273.6;530.6
6036;03/02/2026;41.5;273.5;315
6137;03/02/2026;;273.3;273.3
6024;26/02/2026;297.6;272.7;570.3
6224;02/02/2026;118.5;272.4;390.9
207;16/02/2026;;272.3;272.3
6046;02/02/2026;;272.1;272.1
6075;03/02/2026;129.5;271.7;401.2
6097;22/02/2026;321.9;270.4;592.3
2212;23/02/2026;;270.2;270.2
6194;09/02/2026;;27.9;27.9
6264;24/02/2026;;27.7;27.7
2222;22/02/2026;251.6;27.5;279.1
247;13/02/2026;;27.5;27.5
2212;13/02/2026;;27.4;27.4
6244;12/02/2026;79.2;27.3;106.5
6219;22/02/2026;306.1;27.2;333.3
6244;06/02/2026;489.9;27.1;517
6148;25/02/2026;241.5;269.2;510.7
6078;23/02/2026;305.7;268.8;574.5
6036;17/02/2026;;268.5;268.5
6116;03/02/2026;129.6;268.3;397.9
6108;03/02/2026;539.1;268.2;807.3
6014;11/02/2026;269.3;267.7;537
6035;10/02/2026;;267.7;267.7
6014;19/02/2026;269.8;267.6;537.4
6075;15/02/2026;;267.6;267.6
6124;01/02/2026;;267.3;267.3
6035;03/02/2026;386.4;267.1;653.5
6116;13/02/2026;419.8;266.7;686.5
6026;02/02/2026;129.3;266.6;395.9
6219;18/02/2026;72.1;266.6;338.7
247;11/02/2026;;266.5;266.5
6125;02/02/2026;125.3;266.5;391.8
6086;13/02/2026;151;266.4;417.4
247;10/02/2026;;266.3;266.3
6224;11/02/2026;393.4;266.3;659.7
2222;02/02/2026;;265.9;265.9
6014;26/02/2026;271.4;265.3;536.7
6146;02/02/2026;;265.1;265.1
6249;11/02/2026;85.6;264.8;350.4
6244;22/02/2026;260.5;264.3;524.8
6046;01/02/2026;129.4;264.1;393.5
6046;03/02/2026;129.5;263.8;393.3
2272;08/02/2026;;263.6;263.6
207;05/02/2026;;263.2;263.2
6096;03/02/2026;211.7;263.1;474.8
247;09/02/2026;;262.1;262.1
6103;15/02/2026;545.7;260.7;806.4
207;24/02/2026;;260.6;260.6
6225;22/02/2026;348.4;260.2;608.6
6155;09/02/2026;;26.7;26.7
6305;20/02/2026;680.6;26.5;707.1
6355;19/02/2026;777.2;26.3;803.5
6264;19/02/2026;532.5;26.2;558.7
6179;20/02/2026;691.8;26.1;717.9
6229;21/02/2026;233;26.1;259.1
6107;01/02/2026;297.6;259.4;557
6126;02/02/2026;262.1;259.1;521.2
6299;15/02/2026;455.8;258.9;714.7
6238;25/02/2026;;257.9;257.9
6068;04/02/2026;;257.7;257.7
2222;09/02/2026;;257.3;257.3
6044;24/02/2026;;257.2;257.2
6088;14/02/2026;311.6;256.9;568.5
6249;25/02/2026;89.8;256.9;346.7
6269;02/02/2026;126.2;256.9;383.1
6046;07/02/2026;133.4;256.7;390.1
207;08/02/2026;;256.3;256.3
6309;03/02/2026;;256.2;256.2
6075;16/02/2026;;256.1;256.1
6259;01/02/2026;126.3;255.9;382.2
2272;03/02/2026;;255.8;255.8
6018;15/02/2026;180.3;255.6;435.9
2272;07/02/2026;;255.5;255.5
6018;03/02/2026;289.7;255.5;545.2
6269;03/02/2026;;254.8;254.8
2222;01/02/2026;;254.6;254.6
6155;14/02/2026;;254.6;254.6
6075;24/02/2026;;254.2;254.2
6126;04/02/2026;385.1;254.2;639.3
6194;02/02/2026;39.7;254.1;293.8
6314;27/02/2026;140.9;253.7;394.6
2272;05/02/2026;;253.5;253.5
2319;04/02/2026;;252.8;252.8
6016;04/02/2026;133.5;252.8;386.3
6027;13/02/2026;252.2;252.7;504.9
6245;05/02/2026;112.5;252.6;365.1
6076;15/02/2026;;251.7;251.7
6059;16/02/2026;283.9;251.5;535.4
2222;08/02/2026;;250.9;250.9
6169;04/02/2026;869.2;25.6;894.8
6194;10/02/2026;;249.9;249.9
6059;22/02/2026;;249.8;249.8
6255;07/02/2026;520.8;248.1;768.9
6314;19/02/2026;1011;244.1;1255.1
6097;03/02/2026;434.9;243.6;678.5
6017;28/02/2026;764.3;242.9;1007.2
6245;24/02/2026;517.9;242.4;760.3
6105;20/02/2026;203.7;241.7;445.4
6107;28/02/2026;278.8;241.4;520.2
2222;28/02/2026;;240.9;240.9
6059;09/02/2026;;24.9;24.9
6118;09/02/2026;252.4;24.7;277.1
